#编号	3D模块文件名	NPC战斗用图	NPC全身图	NPC队伍图	NPC 小图	是否记录友好度	NPC名称	人物简介	性别	派别ICON	称号设定
#iID	s3DModel	sMaxImage	sAllImage	sMemberImage	sSmallImage	iFriendly	sNpcName	sIntroduction	iGenderType	iMartialType	sTitle
878125	killer_disabled	B200004	200004	M200004	S200004	0	心残	天生没有感情，只有在杀人见血时能得到心灵上的快慰，手上的刀已沾染无数鲜血。	1	33	天残刀
878126	TL_pupil	B100130	100130	M100130	S100130	0	天龙教众	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
878127	TL_pupil	B100130	100130	M100130	S100130	0	天龙教众	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
878128	killer_oyang	B200009	200009	M200009	S200009	0	欧阳笑	绰号寒齿蝙蝠。依靠人血修炼其武功，体内蕴藏阴寒内力，无论被其双爪抓过或是牙齿咬过，均会寒气入体，而致内息失调。	1	10	寒齿蝙蝠
878129	killer_corpse2	B200006	200006	M200006	S200006	0	金尸	炼尸一定要挑四阴之地，破败之局。用阴气最重的香杉木棺安置尸身，尽量远离地面，以乌鸦血代替鸡血，配合心口八卦，吸大阴之气。	1	63	我尸故我在
878130	killer_corpse3	B200007	200007	M200007	S200007	0	银尸	炼尸一定要挑四阴之地，破败之局。用阴气最重的香杉木棺安置尸身，尽量远离地面，以乌鸦血代替鸡血，配合心口八卦，吸大阴之气。	1	63	我尸故我在
878131	killer_corpse4	B200008	200008	M200008	S200008	0	铁尸	炼尸一定要挑四阴之地，破败之局。用阴气最重的香杉木棺安置尸身，尽量远离地面，以乌鸦血代替鸡血，配合心口八卦，吸大阴之气。	1	63	我尸故我在
878132	killer_soldier1	B200014	200014	M200014	S200014	0	完颜柯尔克	赛王爷之子，个性高傲跋扈，贪花好色，为人十分阴狠卑鄙。然而，手上的功夫却是不容小觑，其刀法造诣并不逊于绝刀门主夏侯城。	1	37	雪山之狐
878133	killer_soldier2	B200015	200015	M200015	S200015	0	赛王府亲兵	赛王府的亲兵，来到王府只为了混口饭吃，大爷请给条活路。	1	37	飞骑兵
878134	killer_soldier2	B200015	200015	M200015	S200015	0	赛王府亲兵	赛王府的亲兵，来到王府只为了混口饭吃，大爷请给条活路。	1	37	飞骑兵
878135	West_hetou	B200046	200046	M200046	S200046	0	贺陀	吐蕃大轮寺护寺明王，与利空法王并称吐蕃两大活佛，佛法修为精湛，一手火焰刀出神入化，但内心却十分功利，未达目的不择手段。	1	28	大轮明王
878136	killer_king	B200013	200013	M200013	S200013	0	赛王爷	东北金人的王爷，本名完颜赛尔康，是当年金小学王爷完颜康与宫女私通所生的后人。在被谷月轩等人击败后，藉装疯卖傻遁逃，其后隐世修练，魔功大成。	1	37	塞北之虎
878137	killer_soldier1	B200014	200014	M200014	S200014	0	完颜柯尔克	赛王爷之子，个性高傲跋扈，贪花好色，为人十分阴狠卑鄙。然而，手上的功夫却是不容小觑，其刀法造诣并不逊于绝刀门主夏侯城。	1	37	雪山之狐
878138	HO_soldier	B360077	360077	0	S360077	0	赛王府护卫	赛王府的亲兵，来到王府只为了混口饭吃，大爷请给条活路。	1	37	金兵
878139	Pili_master	B990030	990030	0	S990030	0	秦斯龙	霹雳帮主，秦红殇的父亲。	1	7	霹雳兵燹
878140	Pili_red	B210005	210005	0	S210005	1	秦红殇	霹雳堂护法，一心想重振霹雳堂威名。看似高傲强悍，实则内心也有柔情似水的一面。	0	7	霹雳火
878141	Pili_pupil	B100070	100070	M100070	S100070	0	霹雳帮众	霹雳帮众	1	7	霹雳帮众
878142	TM_master	B100080	100080	M100080	S100080	0	唐飞	唐门门主，城府极深，无论何时，脸上总是挂着让人难以捉摸的笑容，向来与中原各大门派不合。	1	14	笑里藏刀
878143	TM_Guannan	B100081	100081	M100081	S100081	1	唐冠南	唐门掌门人唐飞之子，为人奸险，武艺阴毒，杀人不眨眼。平日爱玩乐，一派公子哥行径，但似乎十分疼爱妹妹唐中慧。	1	14	万里毒行
878144	TM_Chunhei	B100082	100082	M100082	S100082	1	唐中慧	唐冠南之妹，唐家的掌上明珠。浸染于日益阴损毒辣的唐门之中，却是出淤泥而不染。性格善解人意。	0	14	紫飞刀
878145	TM_pupil	B100083	100083	M100083	S100083	0	唐门门人	唐门弟子	1	14	唐门门人
878146	Blade_master	B100084	100084	M100084	S100084	0	夏侯城	绝刀门门主。性格与西门玄截然相反，对本门刀法敝帚自珍，从不与人比试。除了门下弟子，再难有人见识到其武功高低。	1	15	绝命一刀
878147	Blade_Fei	B100085	100085	M100085	S100085	1	夏侯非	绝刀门少门主，尽得其父夏侯城之真传，将绝刀门「十三绝刀」融会贯通，自创出回旋刀法，以破解天剑门的天剑七式为毕生目标。为人正义但个性急躁，对于茶道颇有研究。对青梅竹马的年芙蓉有情。	1	15	阴阳刀
878148	Blade_pupil	B100086	100086	M100086	S100086	0	绝刀门人	绝刀门弟子	1	15	绝刀门人
878149	BG_master	B100088	100088	M100088	S100088	0	商鹤鸣	八卦门掌门。采武当太极之长，创八卦刀法与八卦掌法，招式迅猛凶险，与道家修身养性的门风不符，故而为正道中人所蔑视。商鹤鸣却不以为意，还常常自鸣得意，自诩「当世第一武学家」。	1	16	银髯金刀
878150	BG_sheng02	B100089	100089	M100089	S100089	1	商仲仁	八卦门商鹤鸣之子。一手八卦刀，炉火纯青，招招不留情，人称九转连环刀。为人小奸恶、喜算计，志在振兴八卦门。喜好附庸风雅，收藏各名家字帖，藉以掩饰其恶性。	1	16	九转连环刀
878151	BG_pupil	B100090	100090	M100090	S100090	0	八卦门人	八卦门弟子	1	16	八卦门人
878152	BC_Gong	B100096	100096	M100096	S100096	1	巩光杰	百草门掌门人，擅长采集药草，制作丹药。一心想将百草门经营成横贯天下的商业门派。商人性格，以利为先。喜交友，对朋友极有义气且大方，但对合不来的人十分刻薄冷漠。传言此人喜欢古董，但不知道特别喜欢那一种类。	1	17	神农再世
878153	BC_pupil	B100097	100097	M100097	S100097	0	百草门人	百草门弟子	1	17	百草门人
878154	KungOnly	B100312	100312	M100312	S100312	0	公孙坚	来自绝情谷，武功十分高强，为人阴狠自负，喜好女色。七年前为博夜叉芳心独闯天龙教，却败于龙王手中。此后便死心踏地为龙王办事。	1	1	绝情谷主
878155	TL_ghost2	B100011	100011	M100011	S100011	0	姬无双	本名姬无双，天龙八部之夜叉，身着红衣的艳美女子。擅长轻功，邪气逼人，龙王麾下的第一战将。	0	1	夜叉
878156	Sword_master	B100071	100071	M100071	S100071	0	西门玄	天剑门门主。性情刚烈，不服输。自年轻时便不断找高人比试，在战斗中提升自己。到中年虽有所收敛，但遇到上门挑战者还是来者不拒。与长虹镖局关长虹、河洛大侠江天雄并称洛阳三杰。	1	12	一剑擎天
878157	Sword_Feng	B100072	100072	M100072	S100072	1	西门峰	天剑门门主西门玄之子，性子直而暴躁，为人霸道，自大。在江湖上以狂风剑法闯出名号，固有西门狂风之称。曾经打败山东三刀，更断其手腕。平常以古董收藏为乐。	1	12	狂风快剑
878158	Sword_pupil	B100073	100073	M100073	S100073	0	天剑门人	天剑门弟子	1	12	天剑门人
878159	CC_purple	B100122	100122	M100122	S100122	0	紫阳子	青城派长老，身负紫阳神功，实力在青城派堪居前三。性格狠辣，野心勃勃。	1	22	紫青双剑
878160	CC_green	B100123	100123	M100123	S100123	0	青霞子	青城派长老，以一套青霞剑法闻名，据说其武功已隐隐超越青城掌门。为人正直，但性情过于敦厚，而缺少防人之心。	1	22	紫青双剑
878161	CC_pupil	B100124	100124	M100124	S100124	0	青城门人	青城派弟子	1	22	青城门人
878162	CC_yen	B100299	100299	M100299	S100299	1	燕宇	青城派首席弟子，视剑如命，其剑法已得青城派真传。冷面寡言，极少表露内心想法。能识人，轻生重道的剑客。	1	22	一字电剑
878163	CC_pupil	B100124	100124	M100124	S100124	0	青城叛徒	背叛了青城派的弟人。	1	1	反骨仔
878164	Hunter_boss	B200030	200030	M200030	S200030	0	万青山	兽王庄庄主，外表凶悍却心细如发，武功高强又头脑清醒。一群猎户组成的兽王庄，却被万青山经营得有声有色，足见其过人之能。	1	6	兽王庄主
878165	Hunter_ziwen	B100056	100056	M100056	S100056	1	纪玟	一头红发，容姿艳丽。兽王庄四庄主，自小由叔父万青山一手带大。耳濡目染，对于捕兽、驯兽颇有办法，手中的皮鞭乃其八岁那年所杀的巨鳄皮制成。个性独立，脾气泼辣。	0	6	河东狮
878166	Hunter_pupil	B200031	200031	0	S200031	0	兽王庄门人	兽王庄门徒，从小就得学习如何与野兽亲近，自己也长得很像野兽。	1	6	兽王庄门人
878167	Bear	B910002	910002	0	S910002	0	胖丁	凶猛的大熊，皮粗肉厚，刀刃难伤，武功程度足以匹敌江湖小门派的掌门。曾被一东瀛拳士徒手打伤脑袋，变得更加愚蠢，但也益发凶暴了。	2	6	不爱吃蜂蜜
878168	WOLF_B	B910005	910005	0	S910005	0	大黑	聪明，群居动物，适应力强，可在各种区域生存，雪地、森林、荒野皆有牠的踪迹。常有旅人死在狼爪利齿下。	2	6	晚上看不到
878169	etc_tiger	B200037	200037	0	S200037	0	小咪	凶猛的老虎，你不会想要与牠为敌的。	2	6	大猫
878170	etc_tiger	B200037	200037	0	S200037	0	老虎	凶猛的老虎，你不会想要与牠为敌的。	2	62	大猫
878171	CROCODILE	B910004	910004	0	S910004	0	阿夸	长吻锐齿、四肢短小、尾巴扁平有力、皮硬厚鳞。是沼泽浅水区的无情杀手。	2	6	皮粗肉厚
878172	DL_pupil	B100068	100068	M100068	S100068	0	毒龙教叛徒	背叛了毒龙教的人。	0	1	反骨仔
878173	TS_master	B100118	100118	M100118	S100118	0	何未峰	天山派掌门，性格敦厚，为人迟钝，对夫人易兰言听计从。始终不知道何秋娟并非自己的亲生女儿，将其爱如掌上明珠。	1	21	天山青剑
878174	TS_Yilan	B100119	100119	M100119	S100119	0	易兰	天山掌门何未峰之妻。因年少时与武当卓人清的一段孽缘，珠胎暗结，却又因门户之别而无法成婚。无奈嫁给比自己老二十岁的何未峰，从此对世间男人恨之入骨。	0	21	雪中兰
878175	TS_Juan	B100120	100120	M100120	S100120	0	何秋娟	从小便被灌输「天下的男人没一个是好东西」的思维，所以对男人警戒心强，忌恶如仇，对于轻薄的男子更是杀之而后快。喜好刺绣，是个敢恨不敢爱的女孩。	0	21	雪岭娇侠
878176	TS_pupil	B100121	100121	M100121	S100121	0	天山门人	天山派弟子	1	21	男弟子
878177	TS_pulgirl	B110010	110010	M110010	S110010	0	天山门人	天山派弟子	1	21	女弟子
878178	Guanfu_shiyi	B100066	800066	M800066	S800066	1	史义	绿林好汉，豪气干云。喜欢寻宝，对人常自称是水浒英雄史进的后代。	1	24	九头龙
878179	KF_ruxiulin	B120297	120297	M120297	S120297	1	陆少临	金风镖局少镖头。由于父亲长年在外，十五岁即开始处理镖局事务。勤练家传崩云刀法。为人随意不羁，讨厌责任。好行侠仗义、结交朋友，因此与绿林好汉多有交情。	1	26	风流镖头
878180	Etc_jpassa	B360068	360068	0	S360068	0	黑冢上忍	誓死效忠黑冢罗王的忍者，从小接受抹灭人性与极为严苛的训练，一心只有主子。	1	34	甲贺一族
878181	Etc_jp02	B100145	100145	M100145	S100145	0	倭寇组长	东海上的海盗。	1	25	海秃鹰
878182	Guanfu_Gan	B100065	100065	M100065	S100065	1	史刚	威震中原的名捕，曾获皇帝亲自御赐「铁面无私」令牌一面，官拜三品，盗匪闻之丧胆。多年前曾将土鼠寨上下二十个土匪一举成擒，传为美谈。对陶瓷艺品多有喜爱。	1	11	铁面无私
878183	Guanfu_pupil	B100117	100117	0	S100117	0	捕快	就是个尽忠职守的官兵。	1	11	无名小卒
878184	Biao_master	B100077	100077	M100077	S100077	0	关长虹	长虹镖局总镖头，相传乃三国名将关羽后人，精研祖传刀法，招法刚猛。与天剑门主西门玄、河洛大侠江天雄并称洛阳三杰。	1	13	云龙无际
878185	Biao_Wei	B100078	100078	M100078	S100078	1	关伟	长虹镖局总镖头关长虹之子，在洛阳城小有名声，以「青龙刀法」闯荡江湖，劫镖贼闻其名多有戒慎。喜爱着幼时玩伴齐丽，从小习练书法，在笔墨之间小有成就。	1	13	碧海刀
878186	Biao_pupil	B100079	100079	M100079	S100079	0	长虹镖师	长虹镖局的镖师	1	13	长虹镖师
878187	Jiang_Tian	B100074	100074	M100074	S100074	0	江天雄	本是洛阳富商之后，却有着极高的武学天赋。外表正直，常行侠仗义，为善一方，人称河洛大侠。与天剑门主西门玄、长虹镖局关长虹并称洛阳三杰。交友广阔，人脉极广，但光鲜的背后，似乎有着不为人知的重大秘密。	1	0	河洛大侠
878188	Jiang_Yu	B100075	100075	M100075	S100075	1	江瑜	河洛大侠江天雄之子，年纪轻轻便已得其父天罡拳真传。谦和有礼，心思缜密。平日喜欢与白马寺住持灵相禅师讨论佛学，对于佛学涉猎极深。	1	0	小神童
878189	killer_boss	B100422	100422	M100422	S100422	0	天意城主	杀手组织天意城的首领，其真实身分、来历皆不明，就连许多资深杀手都未曾亲眼见过本人，甚至还有天意城主根本不只一人的传说。	1	10	天意城主
878190	Guanfu_Feng	B200043	200043	M200043	S200043	0	封青霄	少林俗家弟子，锦衣卫中人，是个百年难得一见的练武奇才。	1	11	青天灼日
878191	TL_pupil	B100130	100130	M100130	S100130	0	天龙教众	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
878192	TL_pupil	B100130	100130	M100130	S100130	0	天龙教众	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
878193	TL_pupil	B100130	100130	M100130	S100130	0	天龙教众	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
878194	TL_pupil	B100130	100130	M100130	S100130	0	天龙教众	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
878195	TL_pupilxl	B100130	100130	M100130	S100130	0	天龙菁英	天龙教中的菁英，你不会想得罪他的。	1	1	天龙菁英
878196	TL_pupilxl	B100130	100130	M100130	S100130	0	天龙菁英	天龙教中的菁英，你不会想得罪他的。	1	1	天龙菁英
878197	SL_sky	B500036	500036	M500036	S500036	0	天悟禅师	莆田少林寺的方丈，佛法渊深，武学精湛，与无因方丈并称降龙、伏虎双罗汉。然而不知为何，天悟禅师总是眉头深锁，每天总有几个时辰要站在瀑布前凝神静思，也不知是因红尘往事萦绕心头，还是因内心愁苦难以自抑。	1	31	南少林方丈
878198	SL_Pupil	B100049	100049	M100049	S100049	0	少林弟子	少林弟子	1	31	铁罗汉
878199	SL_Pupil02	B100049	100049	M100049	S100049	0	少林弟子	少林弟子	1	31	铁罗汉
878200	Golden18_blade	B100050	100050	M100050	S100050	0	十八铜人	十八铜人	1	4	金身罗汉
878201	Golden18_staff	B100050	100050	M100050	S100050	0	十八铜人	十八铜人	1	4	金身罗汉
878202	Golden18_cuff	B100050	100050	M100050	S100050	0	十八铜人	十八铜人	1	4	金身罗汉
878203	TL_eat	B100126	100126	M100126	S100126	0	吃	贪嘴好食的大胃王，每到一处，必吃遍当地美食，而且从不付账。	1	33	天龙四凶徒
878204	TL_drink	B100127	100127	M100127	S100127	0	喝	暴躁粗鲁，膂力惊人。酒量奇大，千杯不醉。常与人以酒赌命，却从未输过，相反因此丧生在其拳下的江湖人却不计其数。	1	33	天龙四凶徒
878205	TL_sex	B100128	100128	M100128	S100128	0	嫖	为人好色，轻功奇佳。常常出入民家，不知祸害过多少良家女子。名言是：「女人说不要，那就是要！」	1	33	天龙四凶徒
878206	TL_gamble	B100129	100129	M100129	S100129	0	赌	性格贪婪，嗜赌如命，和他做任何交易都必须通过赌局。精于各种赌术，且千术高超，从未失手。心机深重，虽在四大凶徒中名列最末，却实为四人中的智囊。	1	33	天龙四凶徒
878207	SL_Xumin	B500037	500037	M500037	S500037	0	虚明	少林寺虚字辈中武功顶尖的人物，个性深沉，心思缜密。因是带艺从师，武学知识极为广博，可惜因沉迷于练武，导致戾气过重。无因方丈循循善诱，期盼能以慈悲佛法化解虚明郁结的戾气，然而不知是佛缘浅薄，还是个性使然，十几年来始终成效有限。除了武学，似乎唯有单纯的不动能吸引虚明稍加亲近了。	1	4	少林武痴
878208	SL_Budom	B200038	200038	M200038	S200038	1	不动	因儿时曾遭逢巨变，导致心智发展封闭而迟缓，直到十岁才会言语。却也因此得以专心于武道的修练，年纪虽小，实力在少林寺内已出类拔萃。	1	4	不语罗汉
878209	Guanfu_killer	B500006	500006	0	S500006	0	锦衣卫	直属皇帝的特种单位，各个武艺高强，身怀绝技，杀人不眨眼。	1	11	锦衣校尉
878210	East_killer	B100116	100116	M100116	S100116	0	锦衣卫	直属皇帝的特种单位，各个武艺高强，身怀绝技，杀人不眨眼。	1	11	锦衣校尉
878211	LY_soldier3_young	B878002	878002	0	S878002	0	神枪会帮众	神枪罗煞手下帮众，原为其麾下兵士，在罗煞挂印而去后，追随罗煞据山为匪，杀官劫粮。	1	40	小喽啰
878212	Gb_master	B100099	100099	M100099	S100099	0	柯降龙	上任丐帮帮主，武林名宿，身负神龙腿法、降龙十八掌等多门绝学。为人热血侠义，在江湖颇有声望。平生只有一个弱点，一旦闻到了叫化鸡的味道，便走不动路。	1	19	飞天神龙
878213	Gb_Lihou	B100100	100100	M100100	S100100	0	李浩	丐帮大义堂堂主，掌杭州分舵。只要得知忠臣遭人陷害，便决心不惜一切代价，也要将其救出。	1	19	大力神丐
878214	Gb_older	B100101	100101	M100101	S100101	0	丐帮长老	丐帮长老，没有人知道他的名字	1	19	九袋长老
878215	Gb_pupil01	B100102	100102	M100102	S100102	0	丐帮帮众	丐帮八袋以下的帮众	1	19	丐帮帮众
878216	Gb_pupil02	B100102	100102	M100102	S100102	0	丐帮帮众	丐帮八袋以下的帮众	1	19	丐帮帮众
878217	Gb_Xiaoyao	B100098	100098	M100098	S100098	1	萧遥	自幼便遭继父赶出家门，拜入丐帮大忠堂。悟性颇高，爱书成痴，尤对古代的历史及小说颇有涉猎。也喜品尝美食，拥有一身死缠滥打的功夫。	1	19	见人伸手
878218	LY_soldier4	B360078	360078	0	S360078	0	大刀队	隶属中央军系	1	11	朝廷军
878219	LY_soldier3	B990037	990037	0	S990037	0	长枪兵	隶属中央军系	1	11	朝廷军
878220	East_killer	B100116	100116	M100116	S100116	0	东厂杀手	东厂杀手，为完成任务不择手段。	1	20	锦衣力士
878221	XL_ren	B100054	100054	M100054	S100054	1	任清璇	貌如月季，态拟水仙。个性善良，但不易和人亲近，身世鲜为人知。此人深爱花艺，对各类花卉如数家珍，身上会散发出一股淡淡花香，是个谜样的女子。	0	5	姚黄仙子
878222	Lier_zhao	B100055	100055	M100055	S100055	1	赵雅儿	小名紫衣，外表清纯美丽，看似柔弱婉约，其实是诈骗集团中人。因自幼长于满是骗徒的奸狡环境中，而养成多疑，敏感，善于伪装的性格。倾慕强大的男性，对于信任的人也会以真心相待。	0	0	江湖游侠
878223	Hunter_ziwen	B100056	100056	M100056	S100056	1	纪玟	一头红发，容姿艳丽。兽王庄四庄主，自小由叔父万青山一手带大。耳濡目染，对于捕兽、驯兽颇有办法，手中的皮鞭乃其八岁那年所杀的巨鳄皮制成。个性独立，脾气泼辣。	0	6	河东狮
878224	Pili_red	B100057	100057	M100057	S100057	1	秦红殇	霹雳堂护法，一心想重振霹雳堂威名。看似高傲强悍，实则内心也有柔情似水的一面。	0	7	霹雳火
878225	DL_blue	B100058	100058	M100058	S100058	1	蓝婷	毒龙教历任最年轻的教主。面貌姣好，有苗家姑娘的直率与天真，却又有手段狠毒的一面，让人着实猜不透她的心。擅长使毒、淬毒；喜爱江南丝绸织品。	0	8	毒龙教主
878226	Etc_shiyan	B100059	100059	M100059	S100059	1	史燕	身世不详，人称「盗墓燕」。由于从小便是孤儿，养成独立而古灵精怪的个性，见钱眼开，喜好一切的财宝古玩，尤以金饰为甚。	0	0	盗墓燕
878227	Fist_chili	B100060	100060	M100060	S100060	1	齐丽	野拳门门主齐老之独生女，娇俏而生性乖巧，爱吃酸甜的零嘴。平时随着齐老在街头卖艺，无意习武，一心只想做个普通的姑娘。	0	9	江湖游侠
878228	killer_snow	B100061	100061	M100061	S100061	1	风吹雪	天意城杀手，代号为「花」。为四大杀手之一「恃」的徒弟。忠于组织，外冷内热；容貌秀美，气质孤傲。平日作男性打扮行动。师父「恃」因任务失败而死，此后便一直等待着为师父复仇的机会。	0	10	天意之花
878229	killer_snow2	B100062	100062	M100062	S100062	1	风吹雪	谈吐优雅，风度翩翩的奇男子，拥有一张比女人还美的面孔。深谙酒道，喜酒具聊若指掌。	0	10	多情公子
878230	DL_pupil	B100068	100068	M100068	S100068	0	毒龙教众	毒龙教弟子	0	8	毒龙教众
878231	DL_pupil2	B100069	100069	M100069	S100069	0	毒龙教众	毒龙教弟子	1	8	毒龙教众
878232	killer_jiuyin	B200011	200011	M200011	S200011	0	九阴	原峨嵋弟子，偷窃峨嵋周师祖的九阴真经残篇后叛逃出门，练得一身阴毒的武功，实力不在当年的周芷若与梅超风之下。	0	63	咒诅佛
878233	killer_ghost	B200012	200012	M200012	S200012	0	九阴幽仆	九阴的手下，虽只蒙九阴传授一招半式，却已有江湖好手的实力。	0	63	无
878234	Robber_Heifon	B100111	100111	M100111	S100111	0	江洋大盗	横行江湖，无恶不作的匪贼。	1	0	大坏蛋
878235	kille_die	B500083	500083	M500083	S500083	0	辟邪死士	由辟邪老人一手培养的冷血杀手，只听从辟邪老人的命令，以复仇和杀戮为己任。	1	35	飞蝠
878236	SL_master01	B100044	100044	M100044	S100044	0	无因方丈	现任少林方丈，无字辈的大师兄。十年前联络正道高手击败天龙教，囚禁厉苍天的主谋。然而令他始料不及的是，厉苍天的继任者龙王，比其兄更为狡诈凶险，天龙教并未因教主被擒而没落，反而更加壮大。	1	4	少林三神僧
878237	SL_Wuse	B100045	100045	M100045	S100045	0	无色	少林般若堂首座，对本门七十二绝艺有着极深厚的浸淫，号称少林武痴。统管少林十八铜人。	1	4	少林三神僧
878238	SL_Wuhei	B100046	100046	M100046	S100046	0	无慧	少林罗汉堂首座。	1	4	少林三神僧
878239	SL_Wucheng	B100047	100047	M100047	S100047	0	无嗔	少林达摩堂首座，方丈无因以下的少林第一高手，无戒的亲兄弟。对无戒背叛少林一事耿耿于怀，一心要将其捉回少林处置。	1	4	降龙罗汉
878240	SL_Wujie	B100048	100048	M100048	S100048	0	无戒	少林达摩堂武僧，盗取藏经阁至宝，成为少林叛徒。为逃避少林追杀，隐姓埋名躲在洛阳。常常出没于洛阳赌坊的地下拳市，靠打黑市拳赚钱挥霍。	1	4	不戒恶僧
878241	WD_Gushi	B100036	100036	M100036	S100036	0	古实	武当派古叶之子，为人正直憨厚。武功虽平平，不过生性不服输，苦干实练，有朝一日终可有所成，非常喜爱品茶。	1	3	以柔克刚
878242	WD_fang	B100037	100037	M100037	S100037	0	方云华	武当派大弟子。相貌堂堂，风流倜傥，武功为当代弟子之首，自称是风流剑客。除了女人之外，对于历代书法名家的作品也多有偏爱。	1	3	玉面侠剑
878243	WD_master	B100038	100038	M100038	S100038	0	卓人清	现任武当掌门，与易兰有一段不为人知的过往。因方云华人品不佳、性格跋扈，担心武当的未来。有意要将掌门之位传于武功平平，却为人敦厚的古实，却不料就此埋下武当内乱的隐忧。	1	3	真武道人
878244	WD_wife	B100039	100039	M100039	S100039	0	卓夫人	卓人清妻子。	0	3	修真玉女
878245	WD_guya	B100040	100040	M100040	S100040	0	古叶	与卓人清、庄人骏并称武当三圣。于太极拳的造诣极高。	1	3	虚谷道人
878246	WD_older	B100041	100041	M100041	S100041	0	庄人骏	与卓人清、古叶并称武当三圣。于太极剑的造诣极高。	1	3	清音道人
878247	WD_pupil	B100042	100042	M100042	S100042	0	武当弟子	武当弟子	1	3	武当弟子
878248	WS_master	B100245	100245	M100245	S100245	0	曹岱	华山派现任掌门，爱女如命，平素为人慈和。但极重正邪之别。视魔教为武林之疸，亟欲除之后快。	1	23	岱宗如何
878249	WS_ pupil1	B100246	100246	M100246	S100246	0	华山门人	华山派弟子，最崇拜的人是华山浪子令狐冲	1	23	有凤来仪
878250	WS_Cao	B100125	100125	M100125	S100125	0	曹萼华	华山掌门曹岱的掌上明珠，自幼便是华山之宝，人人对其呵护倍至，过度保护造成其对江湖认识不清。容貌美丽，个性软弱，武功平平，但总有许多护花使者自告奋勇以搏其欢心。	0	23	冰心侠女
878251	SL_Xue	B100043	100043	M100043	S100043	0	虚真	少林寺慧能大师所收之徒弟，悟性极高，佛缘也深，法名虽是虚字辈，但论辈分却是少林方丈的师弟。五年前大喜之日因新娘逃婚，看破红尘，一心求死，为慧能所救，传其降魔棍法。	1	4	伏虎罗汉
878252	TL_ysky	B100001	100001	M100001	S100001	0	厉苍天	本名厉苍天，天龙八部之首，天龙教创教者。在许多江湖人心中，天王就是邪恶的化身、武林大魔头。但很少有人知道天王心中的宏图伟业，要在遥远的西方，创建一个没有纷争的理想国。	1	1	天王
878253	TL_sky	B100002	100002	M100002	S100002	0	厉苍天	本名厉苍天，天龙八部之首，天龙教创教者。在许多江湖人心中，天王就是邪恶的化身、武林大魔头。但很少有人知道天王心中的宏图伟业，要在遥远的西方，创建一个没有纷争的理想国。	1	1	天王
878254	TL_ydragon	B100003	100003	M100003	S100003	0	厉苍龙	本名厉苍龙，天龙八部之龙，现任天龙教教主。与兄长相比，龙王行事更加霸道乖戾，武功手段更为狠毒。龙王的唯一目标，就是称霸武林。	1	1	龙王
878255	TL_dragon	B100004	100004	M100004	S100004	0	厉苍龙	本名厉苍龙，天龙八部之龙，现任天龙教教主。与兄长相比，龙王行事更加霸道乖戾，武功手段更为狠毒。龙王的唯一目标，就是称霸武林。	1	1	龙王
878256	TL_xiuluo	B100006	100006	M100006	S100006	0	樊未离	本名樊未离，天龙八部之阿修罗。武功莫测高深，个性狂野不羁，常着一袭蓝色披风。与任天翔有过一段感情纠葛，却又反目成仇。平素住在修罗宫，极少在江湖露面，但一旦有任天翔出现，阿修罗势必会加入其敌对阵营。	0	1	阿修罗
878257	TL_naluo	B100007	100007	M100007	S100007	0	纳兰衍	本名纳兰衍，天龙八部之紧那罗。常常与干达婆一起行动，擅长歌舞。容姿极为出众。天王心腹，一心要救天王脱困。	0	1	紧那罗
878258	TL_bitch	B100008	100008	M100008	S100008	0	香儿	小名香儿，天龙八部之干达婆，性情温和的女性。喜弹琴，好音乐，不喜与人交往。天王心腹，一心要救天王脱困。同时有另外一个身份，为江南第一名妓，艳名远播，但是卖艺不卖身。	0	1	干达婆
878259	TL_eagle	B100009	100009	M100009	S100009	0	任天翔	本名任天翔，天龙八部之迦楼罗，武功高强，个性豪达，不拘小节。忠于老教主天王，与龙王不合，辞去教中职务远居关外，与大鹏金翅鸟为伴。	1	1	迦楼罗
878260	TL_eastxi	B100012	100012	M100012	S100012	0	东方曦	与卓人清并列当年少年英雄会的冠军，为人忠厚耿直，性格木讷。受师命卧底于西域天龙教，后因认同天王理念而产生了动摇。深爱着妻子宫夕瑶。后因龙王与玄冥子安排的毒计，陷身于莫大灾祸之中，终为正邪两道所不容。	1	1	左护法
878261	TL_gongxiyao	B100013	100013	M100013	S100013	0	宫夕瑶	天王义女，也是东方曦的妻子，温柔，貌美，体贴。外柔内刚，有着极为坚强的内心。师承百花楼，是干达婆、紧那罗还有仙音的师妹。	0	1	玉笛雅仙
878262	Player	B100014	100014	M100014	S100014	0	东方未明	初出江湖的少年，胸怀壮志，一心想要成为像小虾米那样的大英雄。	1	2	江湖游侠
878263	Xyg_NEW_Xuan	B210001	210001	M210001	S210001	0	谷月轩	逍遥谷第四代大弟子，内力修为精纯，无瑕子多传其拳掌功夫。为人端方斯文，一身正气。平日行走江湖，维护正义，故人称逍遥拳不平，是最新一届少年英雄会武状元。	1	2	逍遥拳不平
