#戰鬥編號	戰場地圖編號	sPlayerTeam	sEnemyTeam	戰鬥勝利條件	戰鬥失敗條件	戰鬥勝利獎勵編號	戰鬥失敗獎勵編號	時間	音樂	室內外	存檔	掉落物	機率	掉落物	機率	掉落物	機率	掉落物	機率
#iID	sAreaID	sPlayerTeam	sEnemyTeam	iVictory	iFale	sReward	sReward	sTime	sBGM	sinside	sautosave	掉落物	機率	掉落物	機率	掉落物	機率	掉落物	機率
8700075	M0013_04_0201	(0,0,0)	(0,878017,110)*(0,878017,80)*(0,878017,109)*(0,878017,172)*(-1,878063,204)*(-1,878063,171)*(-1,878063,179)*(-1,878063,149)*(-1,878303,117)*(-1,878304,154)*(-1,100028,152)*(-1,100029,121)*(-1,100030,183)*(-1,100031,215)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140233	30	140234	30	140235	30	140236	30
8700076	M0013_04_0201	(0,0,0)	(0,878017,110)*(0,878017,80)*(0,878017,109)*(0,878017,172)*(-1,878063,204)*(-1,878063,171)*(-1,878063,179)*(-1,878063,149)*(-1,878303,117)*(-1,878304,154)*(-1,878315,152)*(-1,878316,121)*(-1,879007,183)*(-1,879009,215)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140303	25	140409	25	140607	25	140707	25
8700077	M0013_04_0201	(0,0,0)	(0,878017,110)*(0,878017,80)*(0,878017,109)*(0,878017,172)*(-1,878063,204)*(-1,878063,171)*(-1,878063,179)*(-1,878063,149)*(-1,878303,117)*(-1,878304,154)*(-1,879011,152)*(-1,100019,121)*(-1,100026,183)*(-1,100027,215)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140307	20	141008	20	140401	100	140211	100
8700078	M0026_01_05	(0,0,0)	(0,878138,118)*(0,878138,120)*(0,878138,102)*(0,878138,87)*(-1,878133,89)*(-1,878133,100)*(-1,878133,107)*(-1,878133,136)*(-1,878234,139)*(-1,878234,18)*(-1,878285,11)*(-1,878285,10)*(-1,878081,9)*(-1,878081,16)*(-1,878323,17)*(-1,878132,24)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140220	100	140230	100	140003	100	141121	30
8700079	M0028_02_04	(0,0,0)	(0,878138,272)*(0,878138,293)*(0,878138,313)*(0,878138,357)*(-1,878133,231)*(-1,878133,252)*(-1,878133,209)*(-1,878133,211)*(-1,878234,355)*(-1,878234,229)*(-1,878285,295)*(-1,878285,315)*(-1,878081,316)*(-1,878081,336)*(-1,878136,337)*(-1,878135,335)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140211	100	140231	100	140007	50	141111	30
8700080	M0022_01_0301	(0,0,0)	(0,878138,322)*(0,878138,325)*(0,878138,251)*(0,878138,250)*(-1,878133,269)*(-1,878133,273)*(-1,878133,256)*(-1,878133,257)*(-1,878234,268)*(-1,878234,236)*(-1,878285,237)*(-1,878285,274)*(-1,878081,339)*(-1,878081,340)*(-1,878225,342)*(-1,100104,343)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140211	100	140228	50	140227	50	141100	30
8700081	M0003_01_0301	(0,0,0)	(0,878138,114)*(0,878138,112)*(0,878138,113)*(0,878138,135)*(-1,878133,155)*(-1,878133,53)*(-1,878133,56)*(-1,878133,116)*(-1,878234,54)*(-1,878234,55)*(-1,878285,75)*(-1,878285,76)*(-1,878081,97)*(-1,878081,194)*(-1,100105,193)*(-1,100106,190)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140211	100	141107	30	140226	50	140225	50
8700082	M0044_01_0202	(0,0,0)	(0,878138,208)*(0,878138,209)*(0,878138,161)*(0,878138,163)*(-1,878133,206)*(-1,878133,211)*(-1,878133,142)*(-1,878133,174)*(-1,878234,151)*(-1,878234,181)*(-1,878285,190)*(-1,878285,192)*(-1,878081,194)*(-1,878081,196)*(-1,878323,222)*(-1,878132,224)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140233	30	140234	30	140235	30	140236	30
8700083	M0042_02_0301	(0,0,0)	(0,878133,54)*(0,878133,123)*(0,878133,136)*(0,878133,112)*(-1,878234,110)*(-1,878234,134)*(-1,878234,98)*(-1,878234,80)*(-1,878285,54)*(-1,878285,64)*(-1,878285,544)*(-1,878081,545)*(-1,878081,546)*(-1,878323,580)*(-1,878132,518)*(-1,878136,519)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140307	10	141008	10	140401	50	140211	100
8700084	M0019_01_0303	(0,0,0)	(0,878133,694)*(0,878133,658)*(0,878133,725)*(0,878133,690)*(-1,878234,578)*(-1,878234,541)*(-1,878234,613)*(-1,878234,542)*(-1,878285,1047)*(-1,878285,1046)*(-1,878285,1048)*(-1,878081,1081)*(-1,878081,1082)*(-1,878135,1083)*(-1,878225,1084)*(-1,100104,570)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140220	100	140230	100	140003	50	141121	20
8700085	M0013_04_0201	(0,0,0)	(0,878133,110)*(0,878133,80)*(0,878133,109)*(0,878133,172)*(-1,878234,204)*(-1,878234,171)*(-1,878234,179)*(-1,878234,149)*(-1,878285,117)*(-1,878285,154)*(-1,878285,152)*(-1,878081,121)*(-1,878081,183)*(-1,100105,215)*(-1,100106,91)*(-1,878323,60)	(0,0,0)	(0,0,0)	0	872005	-1	Y000038	0	0	140211	100	140231	100	140007	50	141111	20
8700086	M0026_01_05	(0,0,0)	(0,878133,118)*(0,878133,120)*(0,878133,102)*(0,878133,87)*(-1,878234,89)*(-1,878234,100)*(-1,878234,107)*(-1,878234,136)*(-1,878285,139)*(-1,878285,18)*(-1,878285,11)*(-1,878081,10)*(-1,878081,9)*(-1,878132,16)*(-1,878136,17)*(-1,878135,24)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140211	100	140228	50	140227	50	141100	20
8700087	M0028_02_04	(0,0,0)	(0,878133,272)*(0,878133,293)*(0,878133,313)*(0,878133,357)*(-1,878234,231)*(-1,878234,252)*(-1,878234,209)*(-1,878234,211)*(-1,878285,355)*(-1,878285,229)*(-1,878285,295)*(-1,878081,315)*(-1,878081,316)*(-1,878225,336)*(-1,100104,337)*(-1,100105,335)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140211	100	141107	20	140226	50	140225	50
8700088	M0022_01_0301	(0,0,0)	(0,878133,322)*(0,878133,325)*(0,878133,251)*(0,878133,250)*(-1,878234,269)*(-1,878234,273)*(-1,878234,256)*(-1,878285,257)*(-1,878285,268)*(-1,878285,236)*(-1,990025,237)*(-1,990024,274)*(-1,878046,339)*(-1,100136,340)*(-1,100114,342)*(-1,100107,343)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140413	10	141135	20	0	0	0	0
8700089	M0003_01_0301	(0,0,0)	(0,878133,114)*(0,878133,112)*(0,878133,113)*(0,878133,135)*(-1,878234,155)*(-1,878234,53)*(-1,878234,56)*(-1,878285,116)*(-1,878285,54)*(-1,878285,55)*(-1,990028,75)*(-1,610174,76)*(-1,100107,97)*(-1,100114,194)*(-1,100136,193)*(-1,878046,190)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	187087	25	187087	25	187087	25	187087	25
8700090	M0044_01_0202	(0,0,0)	(0,878133,208)*(0,878133,209)*(0,878133,161)*(0,878133,163)*(-1,878234,206)*(-1,878234,211)*(-1,878234,142)*(-1,878285,174)*(-1,878285,151)*(-1,878285,181)*(-1,990024,190)*(-1,990025,192)*(-1,990028,194)*(-1,610174,196)*(-1,100107,222)*(-1,100114,224)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	187087	25	187087	25	187087	25	187087	25
8700091	M0042_02_0301	(0,0,0)	(0,878133,54)*(0,878133,123)*(0,878133,136)*(0,878133,112)*(-1,878234,110)*(-1,878234,134)*(-1,878234,98)*(-1,878285,80)*(-1,878285,54)*(-1,878285,64)*(-1,100136,544)*(-1,878046,545)*(-1,990024,546)*(-1,990025,580)*(-1,990028,518)*(-1,610174,519)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140211	100	140222	50	140016	50	140305	20
8700092	M0019_01_0303	(0,0,0)	(0,878133,694)*(0,878133,658)*(0,878133,725)*(0,878133,690)*(-1,878234,578)*(-1,878234,541)*(-1,878234,613)*(-1,878285,542)*(-1,878285,1047)*(-1,878285,1046)*(-1,100107,1048)*(-1,100114,1081)*(-1,100136,1082)*(-1,878046,1083)*(-1,990024,1084)*(-1,990025,570)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140210	50	140214	50	140217	50	140219	50
8700093	M0013_04_0201	(0,0,0)	(0,878081,110)*(0,878081,80)*(0,878081,109)*(0,878081,172)*(-1,878234,204)*(-1,878234,171)*(-1,878234,179)*(-1,878285,149)*(-1,878285,117)*(-1,878285,154)*(-1,100114,152)*(-1,100136,121)*(-1,878046,183)*(-1,990024,215)*(-1,990025,91)*(-1,990028,60)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	141145	100	141145	50	140006	50	140002	100
8700094	M0026_01_05	(0,0,0)	(0,878081,118)*(0,878081,120)*(0,878081,102)*(0,878081,87)*(-1,878234,89)*(-1,878234,100)*(-1,878234,107)*(-1,878285,136)*(-1,878285,139)*(-1,878285,18)*(-1,100136,11)*(-1,878046,10)*(-1,990024,9)*(-1,990025,16)*(-1,990028,17)*(-1,610174,24)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140229	100	140100	100	140014	50	140010	50
8700095	M0028_02_04	(0,0,0)	(0,878081,272)*(0,878081,293)*(0,878081,313)*(0,878081,357)*(-1,878234,231)*(-1,878234,252)*(-1,878234,209)*(-1,878285,211)*(-1,878285,355)*(-1,878285,229)*(-1,878046,295)*(-1,990024,315)*(-1,990025,316)*(-1,990028,336)*(-1,610174,337)*(-1,100136,335)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140406	20	140906	20	141011	20	0	0
8700096	M0022_01_0301	(0,0,0)	(0,878081,322)*(0,878081,325)*(0,878081,251)*(0,878081,250)*(-1,878234,269)*(-1,878234,273)*(-1,878234,256)*(-1,878285,257)*(-1,878285,268)*(-1,878285,236)*(-1,990024,237)*(-1,990025,274)*(-1,990028,339)*(-1,610174,340)*(-1,100114,342)*(-1,878046,343)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	141146	100	141146	50	140411	20	140010	50
8700097	M0003_01_0301	(0,0,0)	(0,878081,114)*(0,878081,112)*(0,878081,113)*(0,878081,135)*(-1,878234,155)*(-1,878234,53)*(-1,878234,56)*(-1,878285,116)*(-1,878285,54)*(-1,878285,55)*(-1,990025,75)*(-1,990028,76)*(-1,610174,97)*(-1,100107,194)*(-1,100136,193)*(-1,990024,190)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140103	20	0	0	0	0	0	0
8700098	M0022_01_0301	(0,0,0)	(0,878268,322)*(0,878268,325)*(0,878268,251)*(0,878268,250)*(-1,878082,269)*(-1,878082,273)*(-1,878082,256)*(-1,878082,257)*(-1,878276,268)*(-1,878276,236)*(-1,878276,237)*(-1,878276,274)*(-1,878083,339)*(-1,878083,340)*(-1,878083,342)*(-1,878083,343)*(-1,878258,323)*(-1,878257,324)	(0,0,0)	(0,0,0)	0	872005	-1	Y000040	0	0	140103	20	0	0	0	0	0	0
8700099	M0003_01_0301	(0,0,0)	(0,878268,114)*(0,878268,112)*(0,878268,113)*(0,878268,135)*(-1,878082,155)*(-1,878082,53)*(-1,878082,56)*(-1,878082,116)*(-1,878276,54)*(-1,878276,55)*1,878276,75)*(-1,878276,76)*(-1,878083,97)*(-1,878083,194)*(-1,878083,193)*(-1,878083,190)*(-1,878259,298)*(-1,878043,297)	(0,0,0)	(0,0,0)	0	872005	-1	Y000015	0	0	140103	20	0	0	0	0	0	0
8700100	M0044_01_0202	(0,0,0)	(0,878268,208)*(0,878268,209)*(0,878268,161)*(0,878268,163)*(-1,878082,206)*(-1,878082,211)*(-1,878082,142)*(-1,878082,174)*(-1,878276,151)*(-1,878276,181)*(-1,878276,190)*(-1,878276,192)*(-1,878083,194)*(-1,878083,196)*(-1,878083,222)*(-1,878083,224)*(-1,878039,226)*(-1,878154,176)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	141146	100	140016	50	140016	50	0	0
8700101	M0042_02_0301	(0,0,0)	(0,878268,54)*(0,878268,123)*(0,878268,136)*(0,878268,112)*(-1,878082,110)*(-1,878082,134)*(-1,878082,98)*(-1,878082,80)*(-1,878276,54)*(-1,878276,64)*(-1,878276,544)*(-1,878276,545)*(-1,878083,546)*(-1,878083,580)*(-1,878083,518)*(-1,878083,519)*(-1,878038,520)*(-1,878258,448)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	141146	100	140222	50	141176	30	140405	50
8700102	M0019_01_0303	(0,0,0)	(0,878268,694)*(0,878268,658)*(0,878268,725)*(0,878268,690)*(-1,878082,578)*(-1,878082,541)*(-1,878082,613)*(-1,878082,542)*(-1,878276,1047)*(-1,878276,1046)*(-1,878276,1048)*(-1,878276,1081)*(-1,878083,1082)*(-1,878083,1083)*(-1,878083,1084)*(-1,878083,570)*(-1,878257,605)*(-1,878259,534)	(0,0,0)	(0,0,0)	0	872005	-1	Y000026	0	0	140222	100	140222	50	141102	20	0	0
8700103	M0013_04_0201	(0,0,0)	(0,878082,110)*(0,878082,80)*(0,878082,109)*(0,878082,172)*(-1,878276,204)*(-1,878276,171)*(-1,878276,179)*(-1,878276,149)*(-1,878083,117)*(-1,878083,154)*(-1,878083,152)*(-1,878376,121)*(-1,878376,183)*(-1,878376,215)*(-1,878376,91)*(-1,878258,60)*(-1,878257,92)*(-1,878259,216)	(0,0,0)	(0,0,0)	0	872005	-1	Y000026	0	0	140709	20	140214	50	140217	50	140210	50
8700104	M0022_01_0301	(0,0,0)	(0,878082,322)*(0,878082,325)*(0,878082,251)*(0,878082,250)*(-1,878276,269)*(-1,878276,273)*(-1,878276,256)*(-1,878276,257)*(-1,878083,268)*(-1,878083,236)*(-1,878083,237)*(-1,878376,274)*(-1,878376,339)*(-1,878376,340)*(-1,878376,342)*(-1,878257,343)*(-1,878259,323)*(-1,878043,324)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140118	30	140109	10	140412	10	0	0
8700105	M0003_01_0301	(0,0,0)	(0,878082,114)*(0,878082,112)*(0,878082,113)*(0,878082,135)*(-1,878276,155)*(-1,878276,53)*(-1,878276,56)*(-1,878276,116)*(-1,878083,54)*(-1,878083,55)*(-1,878083,75)*(-1,878376,76)*(-1,878376,97)*(-1,878376,194)*(-1,878376,193)*(-1,878259,190)*(-1,878043,298)*(-1,878039,297)	(0,0,0)	(0,0,0)	0	872005	-1	Y000015	0	0	187087	25	187087	25	187087	25	187087	25
8700106	M0044_01_0202	(0,0,0)	(0,878082,208)*(0,878082,209)*(0,878082,161)*(0,878082,163)*(-1,878276,206)*(-1,878276,211)*(-1,878276,142)*(-1,878276,174)*(-1,878083,151)*(-1,878083,181)*(-1,878083,190)*(-1,878376,192)*(-1,878376,194)*(-1,878376,196)*(-1,878376,222)*(-1,878043,224)*(-1,878039,226)*(-1,878154,176)	(0,0,0)	(0,0,0)	0	872005	-1	Y000032	0	0	141145	100	140006	50	140002	100	141141	20
8700107	M0042_02_0301	(0,0,0)	(0,878082,54)*(0,878082,123)*(0,878082,136)*(0,878082,112)*(-1,878276,110)*(-1,878276,134)*(-1,878276,98)*(-1,878276,80)*(-1,878083,54)*(-1,878083,64)*(-1,878083,544)*(-1,878376,545)*(-1,878376,546)*(-1,878376,580)*(-1,878376,518)*(-1,878039,519)*(-1,878154,520)*(-1,878038,448)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140409	30	141019	20	140312	20	0	0
8700108	M0019_01_0303	(0,0,0)	(0,878276,694)*(0,878276,658)*(0,878276,725)*(0,878276,690)*(-1,878083,578)*(-1,878083,541)*(-1,878083,613)*(-1,878083,542)*(-1,878376,1047)*(-1,878376,1046)*(-1,878376,1048)*(-1,878376,1081)*(-1,990027,1082)*(-1,878212,1083)*(-1,200041,1084)*(-1,200002,570)*(-1,878189,605)*(-1,878267,534)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140008	100	140008	50	141136	20	0	0
8700109	M0013_04_0201	(0,0,0)	(0,878276,110)*(0,878276,80)*(0,878276,109)*(0,878276,172)*(-1,878083,204)*(-1,878083,171)*(-1,878083,179)*(-1,878083,149)*(-1,878376,117)*(-1,878376,154)*(-1,878376,152)*(-1,878376,121)*(-1,878212,183)*(-1,200041,215)*(-1,200002,91)*(-1,878189,60)*(-1,878267,92)*(-1,878236,216)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140016	100	140211	100	140222	50	141142	20
8700110	M0022_01_0301	(0,0,0)	(0,878276,322)*(0,878276,325)*(0,878276,251)*(0,878276,250)*(-1,878083,269)*(-1,878083,273)*(-1,878083,256)*(-1,878083,257)*(-1,878376,268)*(-1,878376,236)*(-1,878376,237)*(-1,878376,274)*(-1,200041,339)*(-1,200002,340)*(-1,878189,342)*(-1,878267,343)*(-1,878236,323)*(-1,100034,324)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140409	30	141019	20	140312	20	0	0
8700111	M0003_01_0301	(0,0,0)	(0,878276,114)*(0,878276,112)*(0,878276,113)*(0,878276,135)*(-1,878083,155)*(-1,878083,53)*(-1,878083,56)*(-1,878083,116)*(-1,878376,54)*(-1,878376,55)*(-1,878376,75)*(-1,878376,76)*(-1,200002,97)*(-1,878189,194)*(-1,878267,193)*(-1,878236,190)*(-1,100034,298)*(-1,200045,297)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140407	20	140211	100	140226	100	140211	100
8700112	M0044_01_0202	(0,0,0)	(0,878276,208)*(0,878276,209)*(0,878276,161)*(0,878276,163)*(-1,878083,206)*(-1,878083,211)*(-1,878083,142)*(-1,878083,174)*(-1,878376,151)*(-1,878376,181)*(-1,878376,190)*(-1,878376,192)*(-1,878189,194)*(-1,878267,196)*(-1,878236,222)*(-1,100034,224)*(-1,200045,226)*(-1,878314,176)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140307	30	141008	30	140401	100	140211	100
8700113	M0042_02_0301	(0,0,0)	(0,878083,54)*(0,878083,123)*(0,878083,136)*(0,878083,112)*(-1,878083,110)*(-1,878083,134)*(-1,878083,98)*(-1,878083,80)*(-1,878258,54)*(-1,878257,64)*(-1,878259,544)*(-1,878043,545)*(-1,878039,546)*(-1,878154,580)*(-1,878038,518)*(-1,990027,519)*(-1,878212,520)*(-1,200041,448)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140211	100	140225	50	140403	20	141000	50
8700114	M0019_01_0303	(0,0,0)	(0,878083,694)*(0,878083,658)*(0,878083,725)*(0,878083,690)*(-1,878083,578)*(-1,878083,541)*(-1,878083,613)*(-1,878083,542)*(-1,878257,1047)*(-1,878259,1046)*(-1,878043,1048)*(-1,878039,1081)*(-1,878154,1082)*(-1,878038,1083)*(-1,990027,1084)*(-1,878212,570)*(-1,200041,605)*(-1,200002,534)	(0,0,0)	(0,0,0)	0	872005	-1	Y000038	0	0	140211	100	140223	50	140402	20	141000	50
8700115	M0013_04_0201	(0,0,0)	(0,878083,110)*(0,878083,80)*(0,878083,109)*(0,878083,172)*(-1,878083,204)*(-1,878083,171)*(-1,878083,179)*(-1,878083,149)*(-1,878259,117)*(-1,878043,154)*(-1,878039,152)*(-1,878154,121)*(-1,878038,183)*(-1,990027,215)*(-1,878212,91)*(-1,200041,60)*(-1,200002,92)*(-1,878189,216)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140233	30	140234	30	140235	30	140236	30
8700116	M0022_01_0301	(0,0,0)	(0,878083,322)*(0,878083,325)*(0,878083,251)*(0,878083,250)*(-1,878083,269)*(-1,878083,273)*(-1,878083,256)*(-1,878083,257)*(-1,878043,268)*(-1,878039,236)*(-1,878154,237)*(-1,878038,274)*(-1,990027,339)*(-1,878212,340)*(-1,200041,342)*(-1,200002,343)*(-1,878189,323)*(-1,878267,324)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140303	25	140409	25	140607	25	140707	25
8700117	M0003_01_0301	(0,0,0)	(0,878083,114)*(0,878083,112)*(0,878083,113)*(0,878083,135)*(-1,878083,155)*(-1,878083,53)*(-1,878083,56)*(-1,878083,116)*(-1,878039,54)*(-1,878154,55)*(-1,878038,75)*(-1,990027,76)*(-1,878212,97)*(-1,200041,194)*(-1,200002,193)*(-1,878189,190)*(-1,878267,298)*(-1,878236,297)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140307	20	141008	20	140401	100	140211	100
8700118	M0044_01_0202	(0,0,0)	(0,878376,208)*(0,878376,209)*(0,878376,161)*(0,878376,163)*(-1,878083,206)*(-1,878083,211)*(-1,878083,142)*(-1,878083,174)*(-1,878154,151)*(-1,878038,181)*(-1,990027,190)*(-1,878212,192)*(-1,200041,194)*(-1,200002,196)*(-1,878189,222)*(-1,878267,224)*(-1,878236,226)*(-1,100034,176)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140220	100	140230	100	140003	100	141121	30
8700119	M0042_02_0301	(0,0,0)	(0,878376,54)*(0,878376,123)*(0,878376,136)*(0,878376,112)*(-1,878083,110)*(-1,878083,134)*(-1,878083,98)*(-1,878083,80)*(-1,878038,54)*(-1,990027,64)*(-1,878212,544)*(-1,200041,545)*(-1,200002,546)*(-1,878189,580)*(-1,878267,518)*(-1,878236,519)*(-1,100034,520)*(-1,200045,448)	(0,0,0)	(0,0,0)	0	872005	-1	Y000039	0	0	140211	100	140231	100	140007	50	141111	30
8700120	M0019_01_0303	(0,0,0)	(0,878376,694)*(0,878376,658)*(0,878376,725)*(0,878376,690)*(-1,878083,578)*(-1,878083,541)*(-1,878083,613)*(-1,878083,542)*(-1,990027,1047)*(-1,878212,1046)*(-1,200041,1048)*(-1,200002,1081)*(-1,878189,1082)*(-1,878267,1083)*(-1,878236,1084)*(-1,100034,570)*(-1,200045,605)*(-1,878314,534)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140211	100	140228	50	140227	50	141100	30
8700121	M0013_04_0201	(0,0,0)	(0,878376,110)*(0,878376,80)*(0,878376,109)*(0,878376,172)*(-1,878083,204)*(-1,878083,171)*(-1,878083,179)*(-1,878083,149)*(-1,878212,117)*(-1,200041,154)*(-1,200002,152)*(-1,878189,121)*(-1,878267,183)*(-1,878236,215)*(-1,100034,91)*(-1,200045,60)*(-1,878314,92)*(-1,878253,216)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140211	100	141107	30	140226	50	140225	50
8700122	M0013_04_0201	(0,0,0)	(0,878376,110)*(0,878376,80)*(0,878376,109)*(0,878376,172)*(-1,878083,204)*(-1,878083,171)*(-1,878083,179)*(-1,878083,149)*(-1,200041,117)*(-1,200002,154)*(-1,878189,152)*(-1,878267,121)*(-1,878236,183)*(-1,100034,215)*(-1,200045,91)*(-1,878314,60)*(-1,878253,92)*(-1,878254,216)	(0,0,0)	(0,0,0)	0	872005	-1	Y000080	0	0	140233	30	140234	30	140235	30	140236	30
