#物品编号	物品名称	物品类别	物品种类	道具图示	物品描述(最多50字=10*5)断行要用<br>	买入价格	卖出价格	商店数量	堆栈数量上限	可否使用	使用时机	是否永久性增加	作用类型	参数	数值	讯息编号	作用类型	参数	数值	讯息编号	作用类型	参数	数值	讯息编号	使用物品时呼叫字符串 (显示名称用)	技艺书连结	武器类型	限制NPC	使用条件	装备tip	贩卖禁止
#iItemID	sItemName	iTtemType	iItemKind	sIcon	sTip	iItemBuy	iItemSell	iItemStack	iMixStack	iItemUse	iUseTime	iAddType	iRecover1	iArg1	iValue1	iString	iRecover2	iArg2	iValue2	iString	iRecover2	iArg3	iValue3	iString	iString	iAmsType	iLocking	sNpcLike	sUseLimit	tip	sell
140509	九真剑	1	0	i00329	以金银铜铁锡五金合制，为道教法器，有神奇威力。	3500	1750	2	0	1	1	0	1	99	240	180008	1	21	10	0	0	0	0	0	0	1	0	0	0	0	0
140510	镇岳	1	0	i00765	多用于战阵之上的巨剑，与其说是靠剑刃伤敌，不如说是靠重量辗压对手。	2500	1250	2	0	1	1	0	1	99	350	180008	7	910200	0	0	0	0	0	0	0	1	0	0	0	0	0
140511	龙脊剑	1	0	i00769	来历不明的奇剑，状如脊骨，难以御使。有博学者称此为蛮夷部族用于巫蛊的仪式用剑。	3000	1500	2	0	1	1	0	1	99	250	180008	7	500167	0	0	0	0	0	0	0	1	0	0	0	0	0
140512	太虚剑	1	0	i00343	黄石老人所铸，此剑看似厚重，实轻而无量，明心见性，入太虚之中。	3000	1500	2	0	1	1	0	1	99	320	180008	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
140513	撼天古剑	1	0	i00717	几乎等同成年男子身高的巨剑。据传出自先秦时代，令人难以想象当年是如何锻造此剑。	4000	2000	2	0	1	1	0	1	99	370	180008	1	4	-1	0	0	0	0	0	0	1	0	0	0	0	0
140514	玄铁重剑	1	0	i00700	由天外玄铁所铸造而成，外观黝黑不起眼。极其沉重，内力深厚者方能运用自如，传说前朝神鵰大侠曾持之纵横江湖。	5000	2500	2	0	1	1	0	1	99	485	180008	1	4	-1	0	7	910109	0	0	0	1	0	0	0	0	0
140515	辟邪	1	0	i00768	铸剑山庄所铸的神兵利器，原本是作为某位武林前辈的陪葬品……	4500	2250	2	0	1	1	0	1	99	300	180008	1	55	30	0	0	0	0	0	0	1	0	0	0	0	0
140516	殇瑶	1	0	i00716	做工粗糙，甚至可以说是拙劣，但却锋芒隐露，散发出不祥的气息...	4500	2250	2	0	1	1	0	1	99	320	180008	7	500161	0	0	0	0	0	0	0	1	0	0	0	0	0
140517	紫薇软剑	1	0	i00770	独孤求败三十岁前所用之剑，剑身奇软，锋锐无匹，剑柄上用金丝盘着两个篆文，乃是紫薇二字。	4500	2250	2	0	1	1	0	1	99	250	180008	1	21	15	0	1	41	25	0	0	1	0	0	0	0	0
140518	琼华剑	1	0	i00764	铸剑山庄为燕宇打造的宝剑。剑身散发出来的光芒，有如玉石般温润。	2000	1000	2	0	1	1	0	1	99	195	180008	7	910097	0	0	0	0	0	0	0	1	0	0	0	0	1
140519	传家宝剑	1	0	i00323	天剑门小师弟的家传宝剑，锋利异常，但拿在手上总觉得哪里不对劲。	250	125	2	0	1	1	0	1	99	100	180008	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
140520	含光剑	1	0	i00335	传说中殷商皇帝为统治天下所用的三把名剑之一。	3500	1750	2	0	1	1	0	1	99	300	180008	7	910202	0	0	0	0	0	0	0	1	0	0	0	0	0
140521	白虹剑	1	0	i00333	剑身修长，剑刃雪亮，通体成雪白色，曼妙之极。	1250	625	2	0	1	1	0	1	99	140	180008	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
140522	倚天剑	1	0	i00831	百年前由一武林前辈以玄铁与西方玄金所造，后因故断为两截，水盼盼取回后托铸剑山庄庄主任浩然重铸，虽锋锐不减，却较先前为重。	5000	2500	2	0	1	1	0	1	99	410	180008	7	910203	0	0	0	0	0	0	0	1	0	0	0	0	0
140523	清风剑	1	0	i00332	任浩然早年所铸之剑，比一般长剑更长，剑身飘逸，使人有如沐春风之感。	1500	750	2	0	1	1	0	1	99	165	180008	1	21	3	0	0	0	0	0	0	1	0	0	0	0	0
140524	弦箫剑	1	0	i00782	血槽镂空，中有一弦，可凭自身高超琴艺在一根弦上弹出五音。剑柄中空且长，可做玉箫吹奏。	2500	1250	2	0	1	1	0	1	99	200	180014	7	500173	0	0	7	500174	0	0	0	1	0	0	0	0	0
140600	木棍	1	0	i00372	以木头制成的长型兵器。	300	150	2	0	1	1	0	1	99	110	180009	1	51	10	0	0	0	0	0	0	8	0	0	0	0	0
140601	齐眉棍	1	0	i00373	全棍以黄蜡杆制成，杆质坚硬，弹性佳，棍身长度与眉毛同高，故称齐眉。	1500	750	2	0	1	1	0	1	99	200	180009	1	52	10	0	0	0	0	0	0	8	0	0	0	0	0
140602	烧火棍	1	0	i00374	用来翻动炕或灶中柴火的铁棍，过于沉重，基本上不适合当成兵刃使用。	4500	2250	2	0	1	1	0	1	99	300	180009	7	987145	0	0	0	0	0	0	0	8	0	0	0	0	0
140603	升龙棍	1	0	i00381	此棍两端呈龙头形，使用起来有如真龙护体，轻灵奇巧，内刚外柔。	7000	3500	2	0	1	1	0	1	99	400	180009	7	100019	0	0	0	0	0	0	0	8	0	0	0	0	0
140604	定海神针	1	0	i00789	谣传为孙悟空自龙宫夺来之物。孙悟空随三藏法师证道后，此棍便遗留在人间。	8500	4250	2	0	1	1	0	1	99	500	180009	7	987146	0	0	0	0	0	0	0	8	0	0	0	0	0
140605	玄铁棍	1	0	i00702	由天外玄铁所铸造而成，极其沉重，内力深厚者，方能运用自如。	15000	7500	2	0	1	1	0	1	99	600	180009	1	1	650	0	7	987139	0	0	0	8	0	0	0	0	0
140606	铁铲	1	0	i00020	挖掘用的铁铲，勉强可做为长兵器使用。	400	200	2	0	1	1	0	1	99	150	180009	7	987148	0	0	0	0	0	0	0	8	0	0	0	0	0
140607	双刃长刀	1	0	i00360	两端皆带有刀刃的长兵器，需要长时间的练习才不会伤到自己。	5000	2500	2	0	1	1	0	1	99	300	180009	7	500015	8	0	0	0	0	0	0	8	0	0	0	0	0
140608	涯角枪	1	0	i00788	枪身上有隶书书就「海角天涯无对」六字，乃是三国名将赵云曾经用过的名枪。	5000	2500	2	0	1	1	0	1	99	250	180019	7	500199	0	0	1	53	10	0	0	8	0	0	0	0	0
140609	牛头叉	1	0	i00515	铁叉部阿傍的成名兵器，由钨金千锤百炼锻造而成，无坚不摧，挡者披靡。	6000	3000	2	0	1	1	0	1	99	450	180009	7	987150	0	0	0	0	0	0	0	8	0	0	0	0	0
140610	疯魔杖	1	0	i00378	传为水浒传中鲁智深所用武具。一旦装备，狂性大发，见血方休。	15000	7500	2	0	1	1	0	1	99	750	180009	7	987151	0	0	0	0	0	0	0	8	0	0	0	0	0
140700	木钗	1	0	i00819	木制的钗子，极其脆弱，但若是手劲运用得当，亦有惊人的杀伤力。	300	150	2	0	1	1	0	1	99	50	180012	1	53	10	0	0	0	0	0	0	3	0	0	0	0	0
140701	飞蝗石	1	0	i00383	经过削尖锐利化后的普通石子，特点在于随处可得，加工容易。	300	150	2	0	1	1	0	1	99	50	180012	7	500052	0	0	0	0	0	0	0	3	0	0	0	0	0
140702	金钱镖	1	0	i00382	经过加固后的铜钱，功力深厚者掷出后亦有穿金碎石之力。	1000	500	2	0	1	1	0	1	99	120	180010	1	53	5	0	7	500052	0	0	0	3	0	0	0	0	0
140703	金针	1	0	i00817	即寻常大夫所用的金针，危急时亦可作为暗器使用。	1500	750	2	0	1	1	0	1	99	120	180012	7	987153	0	0	0	0	0	0	0	3	0	0	0	0	0
140704	飞刀	1	0	i00366	单刃，刀背成直线，无刀脊，较柳叶飞刀为大，传说是当年小李他妈用过的飞刀，可增加暴击机率	2000	1000	2	0	1	1	0	1	99	150	180010	1	53	15	0	0	0	0	0	0	3	0	0	0	0	0
140705	神剑镖	1	0	i00758	外型如剑的飞镖，据说是某个亡佚的门派擅用的暗器。	3000	1500	2	0	1	1	0	1	99	150	180010	7	987154	0	0	0	0	0	0	0	3	0	0	0	0	0
140706	雷震天	1	0	i00727	出于西域，类似霹雳堂的霹雳雷火弹，但杀伤力略逊一筹。	7500	3750	2	0	1	1	0	1	99	300	180010	7	987155	0	0	0	0	0	0	0	3	0	0	0	0	0
140707	朱玉金簪	1	0	i00185	镶着朱玉的金簪，然而材质实为精钢所铸，兼俱了美观、隐蔽以及强大的杀伤力。	8000	4000	2	0	1	1	0	1	99	250	180010	1	53	20	0	0	0	0	0	0	3	0	0	0	0	0
140708	水晶棋具	1	0	i00260	水晶制成的棋具，坚固异常，除了不易损坏之外，用来作为暗器的杀伤力和隐蔽性也十分足够。	8500	4250	2	0	1	1	0	1	99	250	180010	7	987157	0	0	0	0	0	0	0	3	0	0	0	0	0
140709	暴雨梨花	1	0	i00384	匣中暗藏二十七枚银针，一经拨动，会瞬间疾射出全数银针。号称出必见血、暗器之王。	7500	3750	2	0	1	1	0	1	99	280	180010	7	987158	0	0	0	0	0	0	0	3	0	0	0	0	0
140710	离火玄冰镖	1	0	i00386	兵器谱中失传已久的暗器，由玄冰、离火，两种截然不同的材质锻造而成，中者或如烈焰焚身、或如寒冰封脉，威力非常强大。	8000	4000	2	0	1	1	0	1	99	300	180010	7	900027	0	0	7	900028	0	0	0	3	0	0	0	0	0
140711	凤羽飞翎	1	0	i00846	六扇门著名暗器，尾端红羽的配置，箭尖的形状，皆有极细微的讲究，飞出时寂静无声，入体时可透骨三分。	15000	7500	2	0	1	1	0	1	99	500	180010	1	53	30	0	0	0	0	0	0	3	0	0	0	0	0
140712	十六串吕	1	0	i00723	与普通苦无无异，黑冢罗王可一口气连续掷出十六柄，故而得名。	15000	7500	2	0	1	1	0	1	99	400	180010	7	100119	0	0	0	0	0	0	0	3	0	0	0	0	0
140713	孔雀翎	1	0	i00791	孔雀翎发出来的时候，美丽得像孔雀开屏一样，灿烂辉煌。然而，就在你看得目瞪口呆时，它已经要了你的性命。	15000	7500	2	0	1	1	0	1	99	600	180010	7	900102	0	0	0	0	0	0	0	3	0	0	0	0	0
140800	笞鞭	1	0	i00379	寻常人家常用于鞭打家仆的皮鞭，娴熟者亦能用来束缚目标。	300	150	2	0	1	1	0	1	99	150	180013	1	52	5	0	7	100127	0	0	0	6	0	0	0	0	0
140801	绿竹钓钩	1	0	i00023	绿竹制的钓竿，在娴熟软索的武人手中亦能成为一门厉害兵刃。	300	150	2	0	1	1	0	1	99	150	180013	1	53	5	0	7	500028	0	0	0	6	0	0	0	0	0
140802	多节鞭	1	0	i00849	以锁链拆分成多节的铁鞭，在精通软索者手中能够使出千百种变化。	5000	2500	2	0	1	1	0	1	99	300	180013	7	500052	0	0	0	0	0	0	0	6	0	0	0	0	0
140803	蝎尾鞭	1	0	i00644	奇门兵刃，鞭上不仅全是细刺倒钩，还含有剧毒。	9000	4500	2	0	1	1	0	1	99	450	180013	7	910189	0	0	0	0	0	0	0	6	0	0	0	0	0
140804	勾魂索	1	0	i00796	索上不但镶有磁石，可轻易夺人兵刃，上头还满是倒钩，轻轻一扫便会卡进肉中，一旦目标想要挣脱必会皮开肉绽，鲜血直流，只能乖乖任其摆布。	14000	7000	2	0	1	1	0	1	99	600	180013	7	987162	0	0	0	0	0	0	0	6	0	0	0	0	0
140900	铁匕	1	0	i00322	易于随身携带的短兵刃，因其良好的隐蔽性和决定性的杀伤力，常被作为刺杀用武器。	300	150	2	0	1	1	0	1	99	150	180018	7	500200	0	0	0	0	0	0	0	7	0	0	0	0	0
140901	大铁锤	1	0	i00823	非常笨重的大铁锤，但同时也拥有强大的破坏力。	1500	750	2	0	1	1	0	1	99	200	180018	7	987145	0	0	0	0	0	0	0	7	0	0	0	0	0
140902	判官笔	1	0	i00512	镔铁所铸的短兵刃，专攻目标穴道，所谓一寸短，一寸险，使用此兵器时注重迅速进攻，一击脱离。	2000	1000	2	0	1	1	0	1	99	170	180018	7	987163	0	0	0	0	0	0	0	7	0	0	0	0	0
140903	碧箫笔	1	0	i00513	通体碧绿作玉箫形，以坚玉打造，触手温润。挥舞时会发出美妙声音。	4000	2000	2	0	1	1	0	1	99	300	180018	7	987164	0	0	0	0	0	0	0	7	0	0	0	0	0
140904	紫晶笔	1	0	i00514	分为三节，可出其不意攻敌，带连击状态。	4000	2000	2	0	1	1	0	1	99	350	180018	7	500052	0	0	0	0	0	0	0	7	0	0	0	0	0
140905	钢爪笔	1	0	i00850	笔端为钢爪形，可将敌人拉近，并使之流血。	8500	4250	2	0	1	1	0	1	99	370	180018	7	987165	0	0	0	0	0	0	0	7	0	0	0	0	0
140906	护手双钩	1	0	i00713	南方奇门兵刃，善于截击挡架，夺人兵刃亦不费吹灰之力。	8500	4250	2	0	1	1	0	1	99	400	180018	7	987166	0	0	0	0	0	0	0	7	0	0	0	0	0
140907	鹤嘴	1	0	i00763	型似鹤嘴的药锄，专用以采收根系极深的药材。	8500	4250	2	0	1	1	0	1	99	300	180009	7	987169	0	0	0	0	0	0	0	7	0	0	0	0	0
140908	江亭谈古	1	0	i00645	唐伯虎亲手所绘之扇，墨色淋漓，山势雄峻，石质坚峭，扇骨使用某无名海岛的特产｢珊瑚金｣制成，称得上是兵中至宝。	13000	6500	2	0	1	1	0	1	99	400	180018	7	987170	0	0	0	0	0	0	0	7	0	0	0	0	0
140909	日月双轮	1	0	i00605	奇门兵器，形制为佛门法轮，但轮外遍布利齿。	14000	7000	2	0	1	1	0	1	99	500	180015	7	500015	0	0	0	0	0	0	0	7	0	0	0	0	0
140910	如椽巨笔	1	0	i00704	判官成名兵刃，精钢所铸，状似江湖上常见之判官笔，然而大小却大了数倍，直如一根巨棒，挥舞之时，虎虎生风，无坚不摧。	12000	6000	2	0	1	1	0	1	99	550	180018	1	1	2000	0	0	0	0	0	0	7	0	0	0	0	0
140911	众星拱辰	1	0	i00837	一端为圆球状的双锤，圆球上有星辰之像，能随时间倒映星辰，铸造材质不明，但不论重量和破坏力都极为惊人。	15000	7500	2	0	1	1	0	1	99	650	180018	7	987171	0	0	0	0	0	0	0	7	0	0	0	0	0
141000	粗布背心	2	0	i00387	寻常百姓穿着的粗布背心，虽然没有多少防御能力，但透气耐穿，很受农民们欢迎。	500	250	2	0	1	1	0	1	1	100	0	1	45	10	0	0	0	0	0	0	0	0	0	0	0	0
141001	藤甲	2	0	i00388	以特殊藤条编制而成，可防御轻量兵器、软兵器。	1500	750	2	0	1	1	0	1	1	200	0	1	42	10	0	1	43	10	0	0	0	0	0	0	0	0
141002	布衣	2	0	i00400	寻常的布衣，没有甚么特别的，仅有基础的御寒作用。	1000	500	2	0	1	1	0	1	1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141003	皇图	2	0	i00393	以上等蜀锦缝制而成，质地精细、华丽，是有钱公子哥儿的象征。	2500	1250	2	0	1	1	0	1	1	300	0	1	56	50	0	0	0	0	0	0	0	0	0	0	0	0
141004	绫罗衫	2	0	i00609	绫罗绸缎制成的华服，看上去高贵而华美，穿起来十分舒适。	3500	1750	2	0	1	1	0	1	1	450	0	1	52	5	0	0	0	0	0	0	0	0	99	0	0	0
141005	无常衫	2	0	i00610	让寒暄都吹成风，让重逢全做成梦。来让所有遗憾，沦为所谓遗忘，应了那句无常。	3000	1500	2	0	1	1	0	1	1	350	0	1	57	50	0	0	0	0	0	0	0	0	99	0	0	0
141006	血玲珑	2	0	i00611	暴露、冷艳又充满危险的诱惑，是一种跨时代的设计理念。	7000	3500	2	0	1	1	0	1	1	600	0	7	910101	0	0	7	910100	0	0	0	0	0	99	0	0	0
141007	金铃白绸	2	0	i00612	白衣兮兮，有若出尘仙子，衣带上的铃铛在行动时会发出悦耳的声响。	9000	4500	2	0	1	1	0	1	1	750	0	7	910103	0	0	0	0	0	0	0	0	0	99	0	0	0
141008	铁甲	2	0	i00390	以铁片缝制而成的冑甲，多为战场士兵所穿。	4000	2000	2	0	1	1	0	1	1	420	0	1	51	-5	0	0	0	0	0	0	0	0	0	0	0	0
141009	金蚕宝衣	2	0	i00391	以上等天蚕丝与黄金精铸而成的宝甲，有着十分不俗的防护力，价格也十分惊人。	15000	7500	2	0	1	1	0	1	1	1200	0	7	500151	0	0	0	0	0	0	0	0	0	0	0	0	0
141010	明光甲	2	0	i00392	在铁甲前胸部位放置两面护心镜，加强防护。	5000	2500	2	0	1	1	0	1	1	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141011	正气甲	2	0	i00394	传闻为宋代大将岳飞死前所穿战甲，充满浩然正气。	7500	3750	2	0	1	1	0	1	1	600	0	7	500150	0	0	0	0	0	0	0	0	0	0	0	0	0
141012	金刚甲	2	0	i00395	相传为怒目金刚所有，看似沉重，实则轻盈几无重量。	11000	5500	2	0	1	1	0	1	1	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141013	炼神甲	2	0	i00396	将邪之子，炼神所制之甲，刀枪不入，水火不侵。	12000	6000	2	0	1	1	0	1	1	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141014	五色甲	2	0	i00397	甲上有五色，相传为女娲补天所用之五色石所制，具有神秘力量。	15000	7500	2	0	1	1	0	1	1	900	0	7	910102	0	0	0	0	0	0	0	0	0	0	0	0	0
141015	黑天	2	0	i00398	全套漆黑，光滑无比。	4500	2250	2	0	1	1	0	1	1	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141016	霹雳宝甲	2	0	i00399	全由麟甲制成，具有优越防御力及活动性。	13000	6500	2	0	1	1	0	1	1	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141017	软猬甲	2	0	i00613	据说是当年桃花岛东邪所张罗的宝物。非但刀枪不入，还满布倒钩，若敌人以肉掌相击，必为其所伤，被称为天下第一护甲。	15000	7500	2	0	1	1	0	1	1	1100	0	7	500153	0	0	0	0	0	0	0	0	0	0	0	0	0
141018	虎鲨劲装	2	0	i00638	全套使用鲨鱼皮制成，柔韧异常，滑溜无比。	1250	625	2	0	1	1	0	1	1	150	0	1	51	10	0	0	0	0	0	0	0	0	0	0	0	0
141019	乌蚕背心	2	0	i00624	以乌蚕丝编织而成的背心，质地轻软坚韧，可抵御内劲冲击。	15000	7500	2	0	1	1	0	1	1	800	0	7	500152	0	0	0	0	0	0	0	0	0	0	0	0	0
141100	玉鸟纹佩	3	0	i00402	玉有象征君子美德之意，玉佩上雕刻之花纹，常具有古老的图腾意义，此玉即为商朝对象。	2500	1250	2	0	1	1	0	7	910206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141101	合浦珍珠	3	0	i00825	十分名贵的珍珠，会发出相当耀眼的光芒。	2500	1250	2	0	1	1	0	7	910104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141102	夜明珠	3	0	i00826	极为珍贵的宝珠，价值不斐，据说配戴者的内力运转会更为顺畅。	2500	1250	2	0	1	1	0	1	3	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141103	武林宝典	3	0	i00408	少年英雄会的奖品。传说是英雄小虾米撰写的武学心得书，配戴可以提升出招的威力。	4000	2000	2	0	1	1	0	1	99	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141104	月牙御守	3	0	i00425	流传自东瀛的护符，充满大和神祇的力量，据说配戴者会得到幸运。	1000	500	2	0	1	1	0	1	52	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141105	绿山水画伞	3	0	i00426	杭州有名的画伞，多为骚人墨客、贵族千金所爱。	1250	625	2	0	1	1	0	7	910105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141106	丐帮布袋	3	0	i00429	丐帮中人的布袋，上头沾满油垢、污腻、鼻涕浓痰还有各种你不会想知道是什么的物事，亏得你想带在身边。	2	1	2	0	1	1	0	7	910050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141107	灌铅骰子	3	0	i00430	诈赌用的道具，你值得拥有。	666	333	2	0	1	1	0	7	500076	0	0	7	910106	0	0	0	0	0	0	0	0	0	0	0	0	0
141108	唤蛇笛	3	0	i00431	据说吹奏此笛可控制蛇的行动。	500	250	2	0	1	1	0	7	910051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141109	七彩琉璃珠	3	0	i00432	在英雄小虾米故居发现的神奇宝珠。	1000	500	2	0	1	1	0	1	45	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141110	兽王戒	3	0	i00421	兽王庄的信物，充满万兽之王的威严，戴上去会感觉浑身充满野兽之力。	1500	750	2	0	1	1	0	1	53	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141111	天师护符	3	0	i00419	由天师加持过的护符，具有神秘的力量，信不信由你。	500	250	2	0	1	1	0	7	910052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141112	玩具木剑	3	0	i00433	荆棘儿时所雕的玩具木剑。	10	5	2	0	1	1	0	1	99	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141113	蛇雕像	3	0	i00434	蛇的雕像，配戴后可以加强破索20点。	2000	1000	2	0	1	1	0	1	46	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141114	鱼雕像	3	0	i00435	鱼的雕像，配戴后可以加强破箭20点。	2000	1000	2	0	1	1	0	1	43	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141115	龟雕像	3	0	i00436	龟的雕像，配戴后可以加强破枪20点。	2000	1000	2	0	1	1	0	1	48	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141116	蟹雕像	3	0	i00437	蟹的雕像，配戴后可以加强破刀20点。	2000	1000	2	0	1	1	0	1	42	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141117	蛙雕像	3	0	i00438	蛙的雕像，配戴后可以加强破掌20点。	2000	1000	2	0	1	1	0	1	44	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141118	鹤雕像	3	0	i00439	鹤的雕像，配戴后可以加强破剑20点。	2000	1000	2	0	1	1	0	1	41	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141119	接骨木魔杖	3	0	i00456	充满着不祥力量的东西，靠近它还会听到「噢…就快了，我的主人…」	2000	1000	2	0	1	1	0	7	910053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141120	圣火令	3	0	i00762	传说当年明教三使的令牌，上头纪载着十分诡谲的武功。	5000	2500	2	0	1	1	0	7	500014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141121	观音明心鼎	3	0	i00460	由峨嵋祖师郭襄赠与少林寺的宝物，在此鼎中焚香散发出的清香可以让人更加集中精神。	2500	1250	2	0	1	1	0	7	910107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141122	金饭碗	3	0	i00709	纯金海碗，碗中刻有「奉旨行乞」四个大字，充满了王霸之气，让你挺着腰杆子，把钱给挣了。	8888	4444	2	0	1	1	0	7	910055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141123	菊花	3	0	i00229	菊花淡雅宜人之花种，有花熏百草之誉。	10	5	2	0	1	1	0	7	910057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141124	山茶花	3	0	i00230	山茶花别名曼陀罗，大理名花。有傲雪迎春之誉。	20	10	2	0	1	1	0	7	910058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141125	兰花	3	0	i00231	兰花别称空谷佳人，时人誉其气清、色清、神清、韵清。	200	100	2	0	1	1	0	7	910059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141126	藏海花	5	0	i00232	生长在辽东藏海岛的奇花，拥有医治奇毒的神效。	1000	500	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141127	火红金丹	3	0	i00228	名贵的牡丹花种，瑰艳绝代，不可方物。	1000	500	2	0	1	1	0	7	910061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141128	醉芙蓉	3	0	i00502	醉芙蓉为成都城花，花色一日三变，婀娜多姿，为名贵品种。	1000	500	2	0	1	1	0	7	910062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141129	湖笔徽墨	3	0	i00816	浙江湖州善琏镇所产之笔，及著名墨工奚超与其子延珪所研发之墨。	800	400	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141130	鬼面蝎	3	0	i00730	你怎么会想把这种东西带在身边！！	3000	1500	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141131	蛇王	3	0	i00815	或许你得学会爬虫语才能与它沟通。	3000	1500	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141132	熊皮披风	3	0	i00091	虽然看起来威风凛凛，但我敢跟你保证，披着它上街，你将会遭到动保团体的强烈挞伐。	4000	2000	2	0	1	1	0	1	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141133	巨兽头骨	3	0	i00008	不知名生物的头骨。	10000	5000	2	0	1	1	0	1	1	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141134	绕梁琴	3	0	i00370	仙音赠给谷月轩的寿礼，漆面裂纹至少七百年，实际上是仙音以内力加工制成。后由谷月轩转赠给萧复、水盼盼二人。	5000	2500	2	0	1	1	0	7	910074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141135	投名状	3	0	i00548	象征着兄弟与情义！	100	50	2	0	1	1	0	7	910064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141136	达摩像	3	0	i00731	以上等原木雕刻而成的佛像，充满着普渡众生的佛之气息。	5000	2500	2	0	1	1	0	7	910065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141137	臭垢丸	3	0	i00708	你一定是疯了才想把这种恶心玩意带在身上，爱干净的人不可能配戴这玩意儿。	2	1	2	0	1	1	0	7	910063	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0
141138	西洋怀表	3	0	i00757	西方传教士带来中国的神奇物事，精巧非凡。	7000	3500	2	0	1	1	0	7	910066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141139	酒仙胡芦	3	0	i00132	醉仙喝酒常用的葫芦，里头散发着一股清新的酒香。配戴者可以得到飘飘欲仙状态，得以于战斗中提高回避率并恢复小额内力。	3000	1500	2	0	1	1	0	7	910005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141140	香包	3	0	i00614	香包多用丝绸制成，内装雄黄、熏草、艾叶等香料，可做把玩欣赏、寄情寓志之用。又因填有特殊的中药材，故兼具驱邪爽神功效。	500	250	2	0	1	1	0	7	910205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141141	翡翠护符	3	0	i00536	翡翠之名源于一种生活在南方的鸟，这种鸟羽毛鲜艳，雄性呈红色，名翡鸟，雌性呈绿色，名翠鸟，合称翡翠。而此护符质地细嫩而通体透彻，光泽圆润而深邃晶莹，蕴含极深厚的灵秀之气。	2500	1250	2	0	1	1	0	7	910097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141142	黑玉镯	3	0	i00615	乌沉沉的一只玉镯，虽然不起眼，却是刀枪不入的至宝。传说是当年神雕侠结识的奇人异士们赠与峨嵋祖师婆婆的生日贺礼。	6000	3000	2	0	1	1	0	1	41	30	0	1	42	30	0	1	43	30	0	0	0	0	0	0	0	0
