#编号	3D模块文件名	NPC战斗用图	NPC全身图	NPC队伍图	NPC 小图	是否记录友好度	NPC名称	人物简介	性别	派别ICON	称号设定
#iID	s3DModel	sMaxImage	sAllImage	sMemberImage	sSmallImage	iFriendly	sNpcName	sIntroduction	iGenderType	iMartialType	sTitle
100033	Wyg_yPoison	B100033	100033	M100033	S100033	1	沈澜	怪医之女，个性怪癖，最喜欢钻研毒术，隐居在谷外的大森林中。	1	0	怪医少女
878190	Guanfu_Feng	B200043	200043	M200043	S200043	0	封青霄	少林俗家弟子，锦衣卫中人，是个百年难得一见的练武奇才。	1	11	青天灼日
100114	Etc_general	B100114	100114	M100114	S100114	0	戚将军	当今朝廷硕果仅存的忠臣良将，忠君爱国，树功甚伟。一心想找出东厂勾结外寇之证据。	1	11	忠字当头
878024	Guanfu_you	B210055	210055	M210055	S210055	1	游进	戴着罗剎面具，以恶鬼形象威吓贼寇的锦衣卫指挥使。位阶三品，实力精强，不下于任何一个名门正派的掌门。	1	11	铁面罗剎
990028	Guanfu_buddha	B990028	990028	M990028	S990028	0	阳第上人	当今朝廷的国师，武功集西域与天竺、以及中土少林寺之长，实力犹胜少林方丈。	1	11	大明国师
990027	Guanfu_noface	B990027	990027	M990027	S990027	0	玄漓公	练就天残神功的奇人，自幼就被送入宫中。精于易容，老谋深算，在天意城的杀手代称是：「缺」。	1	11	西厂统领
878182	Guanfu_Gan	B100065	100065	M100065	S100065	1	史刚	威震中原的名捕，曾获皇帝亲自御赐「铁面无私」令牌一面，官拜三品，盗匪闻之丧胆。多年前曾将土鼠寨上下二十个土匪一举成擒，传为美谈。对陶瓷艺品多有喜爱。	1	11	铁面无私
100019	Xyg_Hu	B100019	100019	M100019	S100019	1	老胡	逍遥谷的仆人，平日张罗打点谷内日常事务。十分擅长铸造，常打造兵器下山贩卖，维持谷内的开销。身世不详，似乎家学渊源，有一把家传的冷月宝刀，刀法实力，极其深厚。	1	2	逍遥忠仆
878267	Xyg_master	B100017	100017	M100017	S100017	0	无瑕子	逍遥谷第三代掌门，年近七十，武学造诣极高，曾与其交过手的前辈几乎均已仙逝，故无人知道其武功现在已至何等境地。在江湖上德高望重，近年来已不太出谷，专心研究琴、棋、书、画。	1	2	逍遥散人
100026	Wyg_Wine	B100026	100026	M100026	S100026	1	醉仙	忘忧七贤之一，嗜酒如命，每逢酒中知己便不醉无休。忘忧谷内武功最高者，身负醉拳与醉棍的绝学，却绝不在人前显露。惟有能在划拳上赢得他心服口服，才有缘得见。	1	29	忘忧七贤
100027	Wyg_Chess	B100027	100027	M100027	S100027	1	橘叟	忘忧七贤之一，最擅棋艺。更能以棋子为暗器，施展「满天流星」「满天花雨」的绝技。	1	29	忘忧七贤
100028	Wyg_Doctor	B100028	100028	M100028	S100028	1	神医	忘忧七贤之一，沈湘芸之父，悬壶济世的名医，忘忧七贤中在江湖走动最多的一人。	1	29	忘忧七贤
100029	Wyg_Music	B100029	100029	M100029	S100029	1	仙音	忘忧七贤之一，精于音律。传说她所弹奏的乐曲有如天籁之音，能控制人的喜怒哀乐。	0	29	忘忧七贤
100030	Wyg_Book	B100030	100030	M100030	S100030	1	书生	忘忧七贤之一，落笔如神，行草隶篆皆有所长，能尽摹天下名帖。少年时也曾是江湖游侠，与丐帮长老李浩相交莫逆。	1	29	忘忧七贤
100031	Wyg_Paint	B100031	100031	M100031	S100031	1	丹青	忘忧七贤之一，画坛怪才，从天龙八部图中自创拳法「天龙八部功」。	1	29	忘忧七贤
878161	CC_pupil	B100124	100124	M100124	S100124	0	青城门人	青城派弟子	1	22	青城门人
878160	CC_green	B100123	100123	M100123	S100123	0	青霞子	青城派长老，以一套青霞剑法闻名，据说其武功已隐隐超越青城掌门。为人正直，但性情过于敦厚，而缺少防人之心。	1	22	紫青双剑
878159	CC_purple	B100122	100122	M100122	S100122	0	紫阳子	青城派长老，身负紫阳神功，实力在青城派堪居前三。性格狠辣，野心勃勃。	1	22	紫青双剑
878249	WS_ pupil1	B100246	100246	M100246	S100246	0	华山门人	华山派弟子，最崇拜的人是华山浪子令狐冲	1	23	有凤来仪
100244	WS_ pupil1	B100246	100246	M100246	S100246	0	曹寅山	华山派的弟子	1	23	有凤来仪
878250	WS_Cao	B100125	100125	M100125	S100125	0	曹萼华	华山掌门曹岱的掌上明珠，自幼便是华山之宝，人人对其呵护倍至，过度保护造成其对江湖认识不清。容貌美丽，个性软弱，武功平平，但总有许多护花使者自告奋勇以搏其欢心。	0	23	冰心侠女
878248	WS_master	B100245	100245	M100245	S100245	0	曹岱	华山派现任掌门，爱女如命，平素为人慈和。但极重正邪之别。视魔教为武林之疸，亟欲除之后快。	1	23	岱宗如何
878215	Gb_pupil01	B100102	100102	M100102	S100102	0	丐帮帮众	丐帮八袋以下的帮众	1	19	丐帮帮众
878216	Gb_pupil02	B100102	100102	M100102	S100102	0	丐帮帮众	丐帮八袋以下的帮众	1	19	丐帮帮众
878214	Gb_older	B100101	100101	M100101	S100101	0	丐帮长老	丐帮长老，没有人知道他的名字	1	19	九袋长老
878213	Gb_Lihou	B100100	100100	M100100	S100100	0	李浩	丐帮大义堂堂主，掌杭州分舵。只要得知忠臣遭人陷害，便决心不惜一切代价，也要将其救出。	1	19	大力神丐
878212	Gb_master	B100099	100099	M100099	S100099	0	柯降龙	上任丐帮帮主，武林名宿，身负神龙腿法、降龙十八掌等多门绝学。为人热血侠义，在江湖颇有声望。平生只有一个弱点，一旦闻到了叫化鸡的味道，便走不动路。	1	19	飞天神龙
878177	TS_pulgirl	B110010	110010	M110010	S110010	0	天山门人	天山派弟子	1	21	女弟子
878176	TS_pupil	B100121	100121	M100121	S100121	0	天山门人	天山派弟子	1	21	男弟子
610177	TS_pupil	B100121	100121	M100121	S100121	0	萧铠	天山派弟子	1	21	天山门人
600091	TS_pupil	B100121	100121	M100121	S100121	0	阿忠	天山派弟子	1	21	天山门人
500085	TS_pulgirl	B110010	110010	M110010	S110010	0	骆翎枫	一手｢迅雷剑法｣使得出神入化，因此江湖人称迅雷女侠。虽然人品武功都属第一流人物，但也不过是一位为情所困的平凡女子。	0	21	迅雷女侠
878175	TS_Juan	B100120	100120	M100120	S100120	0	何秋娟	从小便被灌输「天下的男人没一个是好东西」的思维，所以对男人警戒心强，忌恶如仇，对于轻薄的男子更是杀之而后快。喜好刺绣，是个敢恨不敢爱的女孩。	0	21	雪岭娇侠
878174	TS_Yilan	B100119	100119	M100119	S100119	0	易兰	天山掌门何未峰之妻。因年少时与武当卓人清的一段孽缘，珠胎暗结，却又因门户之别而无法成婚。无奈嫁给比自己老二十岁的何未峰，从此对世间男人恨之入骨。	0	21	雪中兰
878173	TS_master	B100118	100118	M100118	S100118	0	何未峰	天山派掌门，性格敦厚，为人迟钝，对夫人易兰言听计从。始终不知道何秋娟并非自己的亲生女儿，将其爱如掌上明珠。	1	21	天山青剑
100140	W_pupil	B100140	100140	M100140	S100140	0	西域番僧	大雪山大轮寺中的武僧，精擅密宗武学。	1	28	密宗门徒
100139	W_master	B100139	100139	M100139	S100139	0	利空法王	青海第一高手，身具无上「龙象般若功」，力若千钧，可以一拳击毙一头猛象。与东厂有所勾结，协议只要寻得藏宝图，事成便会封为朝廷藩王。	1	28	吐蕃国师
878135	West_hetou	B200046	200046	M200046	S200046	0	贺陀	吐蕃大轮寺护寺明王，与利空法王并称吐蕃两大活佛，佛法修为精湛，一手火焰刀出神入化，但内心却十分功利，未达目的不择手段。	1	28	大轮明王
878247	WD_pupil	B100042	100042	M100042	S100042	0	武当弟子	武当弟子	1	3	武当弟子
600056	WD_pupil	B100042	100042	M100042	S100042	0	首蛇道弟子	武当派菁英，真武七截阵一出，少有敌手！	1	3	武当弟子
600057	WD_pupil	B100042	100042	M100042	S100042	0	玄龟道弟子	武当派菁英，真武七截阵一出，少有敌手！	1	3	武当弟子
600058	WD_pupil	B100042	100042	M100042	S100042	0	兵鸦道弟子	武当派菁英，真武七截阵一出，少有敌手！	1	3	武当弟子
878246	WD_older	B100041	100041	M100041	S100041	0	庄人骏	与卓人清、古叶并称武当三圣。于太极剑的造诣极高。	1	3	清音道人
878245	WD_guya	B100040	100040	M100040	S100040	0	古叶	与卓人清、庄人骏并称武当三圣。于太极拳的造诣极高。	1	3	虚谷道人
878243	WD_master	B100038	100038	M100038	S100038	0	卓人清	现任武当掌门，与易兰有一段不为人知的过往。因方云华人品不佳、性格跋扈，担心武当的未来。有意要将掌门之位传于武功平平，却为人敦厚的古实，却不料就此埋下武当内乱的隐忧。	1	3	真武道人
100049	SL_Pupil	B100049	100049	M100049	S100049	0	少林门人	少林弟子	1	4	少林门人
100050	SL_Pupil02	B100049	100049	M100049	S100049	0	少林门人	少林弟子	1	4	少林门人
100051	Golden18_blade	B100050	100050	M100050	S100050	0	十八铜人	十八铜人	1	4	金身罗汉
100052	Golden18_staff	B100050	100050	M100050	S100050	0	十八铜人	十八铜人	1	4	金身罗汉
100053	Golden18_cuff	B100050	100050	M100050	S100050	0	十八铜人	十八铜人	1	4	金身罗汉
878197	SL_sky	B500036	500036	M500036	S500036	0	天悟禅师	莆田少林寺的方丈，佛法渊深，武学精湛，与无因方丈并称降龙、伏虎双罗汉。然而不知为何，天悟禅师总是眉头深锁，每天总有几个时辰要站在瀑布前凝神静思，也不知是因红尘往事萦绕心头，还是因内心愁苦难以自抑。	1	31	南少林方丈
878207	SL_Xumin	B500037	500037	M500037	S500037	0	虚明	少林寺虚字辈中武功顶尖的人物，个性深沉，心思缜密。因是带艺从师，武学知识极为广博，可惜因沉迷于练武，导致戾气过重。无因方丈循循善诱，期盼能以慈悲佛法化解虚明郁结的戾气，然而不知是佛缘浅薄，还是个性使然，十几年来始终成效有限。除了武学，似乎唯有单纯的不动能吸引虚明稍加亲近了。	1	4	少林武痴
878240	SL_Wujie	B100048	100048	M100048	S100048	0	无戒	少林达摩堂武僧，盗取藏经阁至宝，成为少林叛徒。为逃避少林追杀，隐姓埋名躲在洛阳。常常出没于洛阳赌坊的地下拳市，靠打黑市拳赚钱挥霍。	1	4	不戒恶僧
878239	SL_Wucheng	B100047	100047	M100047	S100047	0	无嗔	少林达摩堂首座，方丈无因以下的少林第一高手，无戒的亲兄弟。对无戒背叛少林一事耿耿于怀，一心要将其捉回少林处置。	1	4	降龙罗汉
878238	SL_Wuhei	B100046	100046	M100046	S100046	0	无慧	少林罗汉堂首座。	1	4	少林三神僧
878237	SL_Wuse	B100045	100045	M100045	S100045	0	无色	少林般若堂首座，对本门七十二绝艺有着极深厚的浸淫，号称少林武痴。统管少林十八铜人。	1	4	少林三神僧
878236	SL_master01	B100044	100044	M100044	S100044	0	无因方丈	现任少林方丈，无字辈的大师兄。十年前联络正道高手击败天龙教，囚禁厉苍天的主谋。然而令他始料不及的是，厉苍天的继任者龙王，比其兄更为狡诈凶险，天龙教并未因教主被擒而没落，反而更加壮大。	1	4	少林三神僧
878235	kille_die	B500083	500083	M500083	S500083	0	辟邪死士	由辟邪老人一手培养的冷血杀手，只听从辟邪老人的命令，以复仇和杀戮为己任。	1	35	飞蝠
210181	killer_corpse2	B200006	200006	M200006	S200006	0	傀尸门毒人	傀尸的弟子，将自己打扮成殭尸的模样，并催眠自己成为嗜血的活尸。由于时常接触尸毒，俨然可说是一名毒人。	1	63	我尸故我在
210182	killer_corpse3	B200007	200007	M200007	S200007	0	傀尸门毒人	傀尸的弟子，将自己打扮成殭尸的模样，并催眠自己成为嗜血的活尸。由于时常接触尸毒，俨然可说是一名毒人。	1	63	我尸故我在
210183	killer_corpse4	B200008	200008	M200008	S200008	0	傀尸门毒人	傀尸的弟子，将自己打扮成殭尸的模样，并催眠自己成为嗜血的活尸。由于时常接触尸毒，俨然可说是一名毒人。	1	63	我尸故我在
878233	killer_ghost	B200012	200012	M200012	S200012	0	九阴幽仆	九阴的手下，虽只蒙九阴传授一招半式，却已有江湖好手的实力。	0	63	无
878131	killer_corpse4	B200008	200008	M200008	S200008	0	铁尸	炼尸一定要挑四阴之地，破败之局。用阴气最重的香杉木棺安置尸身，尽量远离地面，以乌鸦血代替鸡血，配合心口八卦，吸大阴之气。	1	63	我尸故我在
878130	killer_corpse3	B200007	200007	M200007	S200007	0	银尸	炼尸一定要挑四阴之地，破败之局。用阴气最重的香杉木棺安置尸身，尽量远离地面，以乌鸦血代替鸡血，配合心口八卦，吸大阴之气。	1	63	我尸故我在
878129	killer_corpse2	B200006	200006	M200006	S200006	0	金尸	炼尸一定要挑四阴之地，破败之局。用阴气最重的香杉木棺安置尸身，尽量远离地面，以乌鸦血代替鸡血，配合心口八卦，吸大阴之气。	1	63	我尸故我在
878046	Killer_corpse	B200005	200005	M200005	S200005	0	傀尸	精通炼尸与傀儡术的茅山术士。四处搜集强者的尸体，以秘药将其做成不腐不朽的傀儡，并操控其杀人。	1	63	半人半尸
878232	killer_jiuyin	B200011	200011	M200011	S200011	0	九阴	原峨嵋弟子，偷窃峨嵋周师祖的九阴真经残篇后叛逃出门，练得一身阴毒的武功，实力不在当年的周芷若与梅超风之下。	0	63	咒诅佛
878128	killer_oyang	B200009	200009	M200009	S200009	0	欧阳笑	绰号寒齿蝙蝠。依靠人血修炼其武功，体内蕴藏阴寒内力，无论被其双爪抓过或是牙齿咬过，均会寒气入体，而致内息失调。	1	10	寒齿蝙蝠
878045	killer_fomu	B200003	200003	M200003	S200003	0	佛母	原本是孔雀王朝圣女身边的侍母，孔雀王朝被黑冢罗王所灭后，佛母亦得到了解放。从此转入黑暗之中，做一些不为人知的勾当。	0	0	王朝侍女
100106	killer_crazy	B100106	100106	M100106	S100106	0	狂	天意城的杀手，本名不详。是个十足的疯子，杀人的手段十分残忍，往往要将目标用乱拳活活打死。下手明目张胆，猖狂之极。	1	10	天意之狂
100105	killer_sex	B100105	100105	M100105	S100105	0	浪	天意城的杀手，本名不详。是个妖娇美艳的女子，有着足以令任何男人心动的美妙躯体。生性浪荡，擅长以色诱术杀敌。然而她的身上似乎有一些小秘密？	1	10	天意之浪
100104	killer_poison	B100104	100104	M100104	S100104	0	毒	天意城的杀手，本名不详。因长期修练毒功而使全身肌肤都呈现十分恐布的紫灰色，乍看之下有如鬼怪。毒术十分高强，不在玄冥子与摩乎罗迦之下。	1	10	天意之毒
100063	killer_black	B100063	100063	M100063	S100063	0	花	神秘的黑衣杀手，没有人知道其真实身分。	0	10	神秘杀手
878048	killer_Pixie	B200002	200002	M200002	S200002	0	辟邪老人	天意城城主，也是法外三旬事件幕后真正主使，为了称雄武林而无所不用其极。即便拖着残缺的身躯，百年来心里的火焰都未曾熄灭。	1	35	天意难违
878189	killer_boss	B100422	100422	M100422	S100422	0	天意城主	杀手组织天意城的首领，其真实身分、来历皆不明，就连许多资深杀手都未曾亲眼见过本人，甚至还有天意城主根本不只一人的传说。	1	10	天意城主
878365	DL_pupil	B100068	100068	M100068	S100068	0	铁叉部女子	铁叉部族人。	0	51	萨满
878364	DL_pupil3	B100069	100069	M100069	S100069	0	铁叉部勇士	铁叉部族人。	1	51	蛮牛
878003	Ghost_pupil	B200028	200028	M200028	S200028	0	酆都鬼众	令江湖中人闻风丧胆的酆都「鬼众」。当然，他们都是活生生的人，但他们很乐意把反抗者变成真正的鬼。	1	40	酆都鬼众
878004	TL_guard05	B210163	210163	M210163	S210163	0	酆都厉鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众
878005	TL_guard06	B210164	210164	M210164	S210164	0	酆都伥鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众
878006	TL_guard04	B210165	210165	M210165	S210165	0	酆都绝鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	1	40	酆都鬼众
878007	killer_ghost	B200012	200012	M200012	S200012	0	酆都艳鬼	酆都鬼众中的菁英，拥有十分坚强的战力。	0	40	酆都鬼众
890014	TL_guard05	B210163	210163	M210163	S210163	0	酆都丽鬼	酆都鬼众中的菁英，拥有意乱情迷的特殊天赋。	1	40	酆都鬼众
878281	Ghost_ydragon	B879004	879004	0	S879004	0	敖广	东海龙宫帮主。为人有商业头脑，虽为海盗，但船队多以贸易、收受沿海百姓供养为生，并不胡乱劫掠；看不下去倭寇持续侵扰沿海居民，纠众反击，保得沿海渔民一时安宁，在东南沿海有着高人望。	1	48	水蛇
878316	Robber_white	B100110	100110	M100110	S100110	0	白无常	与黑无常并称黑风双煞，在酆都中地位仅次于帮主与四大舵主。手持血红色的双刀，出手诡谲难测，能出奇不意的割下敌人头颅。面色惨白，比死人还要难看，令人一见就怕。	1	40	黑白双煞
878315	Robber_black	B100109	100109	M100109	S100109	0	黑无常	与白无常并称黑风双煞，在酆都中地位仅次于帮主与四大舵主。以十分古怪诡异的锁链作为武器，外貌与穿着都不似活人，大半夜出现在路上，足以将人活活吓死。	1	40	黑白双煞
878323	Ghost_cow	B200026	200026	M200026	S200026	0	阿傍	苗族铁叉部的首领，因部族饱受天龙教欺凌，转而寻求近年崛起的酆都相助，一心只想将部族的威名传扬于世。	1	51	牛头
879011	TL_guard07	B600102	600102	M600102	S600102	0	判官	酆都高手，出身六扇门，本为朝廷命官，因个性刚直遭人陷害，千钧一发之际被阎罗所救，就此对朝廷心灰意冷而加入酆都，职掌赏罚，使用一只精铁锻铸判官笔做为武器，是认穴打穴的能手。笔上朱砂萃取自鹤顶红，见血封喉。	1	40	生死判
879057	Ghost_horse	B200025	200025	M200025	S200025	0	罗煞	酆都罗煞分舵舵主，原神枪会帮主，性格冲动好战，臂力雄劲，可以挥动一把比人还高还重的大枪，早年本为朝廷大将，却因故辞官，落草为寇。	1	40	神枪无敌
879009	Ghost_woman	B200024	200024	M200024	S200024	0	孟婆	酆都的斥候，出身不详，隐身于台面之下，负责刺探与情报搜集。擅使迷魂术，配合其美色时常可以套出一些极其隐密的情报	0	40	忘魂汤
878314	Ghost_Boss_50	B879002	879002	0	S879002	0	阎罗	自阿鼻岛渡海而归的一代豪杰，本出身蜀地，后因家境贫困过继给闽粤一名阎姓武师，却不因此怨恨亲生父母，反而更加奋发向上，欲立下一番事业以报答父母生育之恩，不料却因二十岁的一场海难漂流至人迹罕至的阿鼻岛，意外练成藏于岛上的绝世神功-无间大法，修练的十多年间屡屡助偶然行经此地的渔船击退海盗和倭寇，赢得了虬髯客的侠名。	1	40	阎罗王
878082	TL_pupil	B100130	100130	M100130	S100130	0	天龙教众	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众
100415	TL_tlpupil	B100415	100415	M100415	S100415	0	天王旧部	天龙教天王的旧部，这些年来韬光养晦，一面寻找天王的行踪。	1	1	苍天兵
878083	TL_pupilxl	B100130	100130	M100130	S100130	0	天龙菁英	天龙教中的菁英，你不会想得罪他的。	1	1	天龙菁英
878043	TL_guard08	B610169	610169	M610169	S610169	0	持国天	天龙教四天王之一，年纪最长，掌法造诣出神入化，据说其实力并不在八部众之下。	1	1	四天王
878042	TL_guard03	B610168	610168	M610168	S610168	0	自在天	天龙教四天王之一，擅长舞蹈与丝竹，隶属于干达婆麾下，在干达婆反走后宣誓效忠龙王。擅使日月双轮，曾代阿修罗传功给修罗宫门人。	0	1	四天王
878041	TL_guard02	B610167	610167	M610167	S610167	0	摄湿生	天龙教四天王之一，来自天竺国，是硬气功的高手。赤红的手掌是长期以朱砂修练掌功所致，威力足可劈石破玉。	1	1	四天王
878040	TL_guard01	B610166	610166	M610166	S610166	0	婆竭罗	天龙教四天王之一，外表雌雄莫辨，个性冷酷，以玩弄敌人为乐。相当迷恋于自己的美貌。	1	1	四天王
990029	TL_tlpupil2	B990029	990029	M990029	S990029	0	南宫龙飞	天王旧部，是教众当中的统领与队长。	1	1	天龙队长
878154	KungOnly	B100312	100312	M100312	S100312	0	公孙坚	来自绝情谷，武功十分高强，为人阴狠自负，喜好女色。七年前为博夜叉芳心独闯天龙教，却败于龙王手中。此后便死心踏地为龙王办事。	1	1	绝情谷主
878039	Xyg_Xuanmin	B100018	100018	M100018	S100018	0	玄冥子	无瑕子的师弟，原本也是逍遥谷传人，在无瑕子跟萧潇之间，有着一段不为人知的纠葛。后叛出逍遥谷，投奔天龙教，为人阴狠，十分懂得利用人性的弱点。身具百年前失传的「化功大法」绝活，并擅于用毒。	1	1	辣手毒心
878261	TL_gongxiyao	B100013	100013	M100013	S100013	0	宫夕瑶	天王义女，也是东方曦的妻子，温柔，貌美，体贴。外柔内刚，有着极为坚强的内心。师承百花楼，是干达婆、紧那罗还有仙音的师妹。	0	1	玉笛雅仙
878260	TL_eastxi	B100012	100012	M100012	S100012	0	东方曦	与卓人清并列当年少年英雄会的冠军，为人忠厚耿直，性格木讷。受师命卧底于西域天龙教，后因认同天王理念而产生了动摇。深爱着妻子宫夕瑶。后因龙王与玄冥子安排的毒计，陷身于莫大灾祸之中，终为正邪两道所不容。	1	1	左护法
100011	TL_ghost2	B100011	100011	M100011	S100011	0	姬无双	本名姬无双，天龙八部之夜叉，身着红衣的艳美女子。擅长轻功，邪气逼人，龙王麾下的第一战将。	0	1	夜叉
100010	TL_mohu	B100010	100010	M100010	S100010	0	罗蛇君	本名罗蛇君，天龙八部之摩呼罗迦，天龙教中使毒的高手。个性阴沉，行事毒辣，在江湖中恶名远播。隶属于龙王麾下，专司笼络武林各大门派的势力。	1	1	摩呼罗迦
878259	TL_eagle	B100009	100009	M100009	S100009	0	任天翔	本名任天翔，天龙八部之迦楼罗，武功高强，个性豪达，不拘小节。忠于老教主天王，与龙王不合，辞去教中职务远居关外，与大鹏金翅鸟为伴。	1	1	迦楼罗
878258	TL_bitch	B100008	100008	M100008	S100008	0	香儿	小名香儿，天龙八部之干达婆，性情温和的女性。喜弹琴，好音乐，不喜与人交往。天王心腹，一心要救天王脱困。同时有另外一个身份，为江南第一名妓，艳名远播，但是卖艺不卖身。	0	1	干达婆
878257	TL_naluo	B100007	100007	M100007	S100007	0	纳兰衍	本名纳兰衍，天龙八部之紧那罗。常常与干达婆一起行动，擅长歌舞。容姿极为出众。天王心腹，一心要救天王脱困。	0	1	紧那罗
878456	TL_xiuluo	B100006	100006	M100006	S100006	0	樊未离	本名樊未离，天龙八部之阿修罗。武功莫测高深，个性狂野不羁，常着一袭蓝色披风。与任天翔有过一段感情纠葛，却又反目成仇。平素住在修罗宫，极少在江湖露面，但一旦有任天翔出现，阿修罗势必会加入其敌对阵营。	0	1	阿修罗
878254	TL_dragon	B100004	100004	M100003	S100003	0	厉苍龙	本名厉苍龙，天龙八部之龙，现任天龙教教主。与兄长相比，龙王行事更加霸道乖戾，武功手段更为狠毒。龙王的唯一目标，就是称霸武林。	1	1	龙王
878253	TL_sky	B100002	100002	M100002	S100002	0	厉苍天	本名厉苍天，天龙八部之首，天龙教创教者。在许多江湖人心中，天王就是邪恶的化身、武林大魔头。但很少有人知道天王心中的宏图伟业，要在遥远的西方，创建一个没有纷争的理想国。	1	1	天王
210179	Heluo_Jun	B210179	210179	0	S210179	0	李莲杰	李家无影脚传人，早年曾在少林寺学艺，后来回到家中继承家业，腿法很是凌厉。	1	0	功夫之王
210178	HZ_people12	B210178	210178	0	S210178	0	陈龙	从蛇的动态中，悟出蛇形刁手的奇才。那一年，他才十八岁，便自开宗立派，成为川蜀著名的武人之一。	1	0	蛇形刁手
210177	LY_doubt03	B210177	210177	0	S210177	0	洪京保	洪家铁线拳掌门人。洪家身为川蜀四大家之一，门徒满天下，而洪家铁线拳跟太祖长拳、通臂拳为同样普及的武功，可惜真正的高手没有几个。	1	0	鹧鸪菜　
100025	Etc_54sai	B100025	100025	M100025	S100025	0	赛飞鸿	五岳四龙之一，浑号「万夫莫敌」。	1	0	万夫莫敌
100024	Etc_54zhao	B100024	100024	M100024	S100024	0	赵惊风	五岳四龙之一，浑号「快捷一阵风」。	1	0	快捷一阵风
100023	Etc_54lei	B100023	100023	M100023	S100023	0	雷震天	五岳四龙之一，浑号「轰天槌」。	1	0	轰天槌
100022	Etc_54jie	B100022	100022	M100022	S100022	0	贾云长	五岳四龙之一，浑号「日月大刀」。	1	0	日月大刀
610174	Eur_solider	B610174	610174	M610174	S610174	0	仙希尔	原是侍奉法兰西王公贵族的骑士，有着相当高强的剑技。	0	0	王家骑士
878187	Jiang_Tian	B100074	100074	M100074	S100074	0	江天雄	本是洛阳富商之后，却有着极高的武学天赋。外表正直，常行侠仗义，为善一方，人称河洛大侠。与天剑门主西门玄、长虹镖局关长虹并称洛阳三杰。交友广阔，人脉极广，但光鲜的背后，似乎有着不为人知的重大秘密。	1	0	河洛大侠
200045	Etc_Skytaoist	B200045	200045	M200045	S200045	0	天机老道	年过百岁，修为精湛的奇人。一身失传的全真教武学，在江湖中罕逢敌手，其师父是百年前名动江湖的丐帮帮主耶律大侠。	1	0	先天子
200041	YYG_master	B200041	200041	M200041	S200041	0	岳在渊	隐元阁阁主。传说中隐元阁是个极为神秘的存在，他们网罗古往今来许多失传的神功与宝物，只有带来相应价值的宝贝，才有与他们交易的资格。	1	38	隐元阁主
310001	Etc_jp01	B100144	100144	M100144	S100144	0	倭寇	东海上的海盗。	1	25	海秃鹰
310002	Etc_jpassa	B360068	360068	0	S360068	0	黑冢上忍	誓死效忠黑冢罗王的忍者，从小接受抹灭人性与极为严苛的训练，一心只有主子。	1	34	甲贺一族
310003	Etc_jp02	B100145	100145	M100145	S100145	0	东瀛浪人	号称东瀛第一高手，渡海而来，四处踢馆，是个武道狂人。	1	25	拔刀千人斩
310004	Etc_jp01	B100144	100144	M100144	S100144	0	上泉	来自东瀛的剑术高手，其背景身分皆不详。	1	25	东瀛剑圣
310005	etc_jpBoss	B200032	200032	M200032	S200032	0	黑冢罗王	东瀛海上霸主，统领成千上万的倭寇，对沿海造成极大的威胁。亦是东瀛忍者集团首领，施得诡秘的忍术而使人防不胜防，精通无声杀人法。	1	34	东瀛霸主
310006	Etc_Shark2	B100142	100142	M100142	S100142	0	海鲨帮众	海鲨帮众	1	24	海鲨帮众
310007	Etc_Shark1	B100141	100141	M100141	S100141	0	熊天霸	海鲨帮帮主，威武的绿林好汉，身高超过八尺，声若洪钟，暴眼环睛，冲动暴躁。然而极讲信义，是一条铁铮铮的汉子。与史义、陆少临是结拜兄弟。	1	24	虎鲨
310008	Biao_pupil	B100079	100079	0	S100079	0	长虹镖师	长虹镖局的镖师	1	13	趟子手
310009	Biao_master	B100077	100077	M100077	S100077	0	关长虹	长虹镖局总镖头，相传乃三国名将关羽后人，精研祖传刀法，招法刚猛。与天剑门主西门玄、河洛大侠江天雄并称洛阳三杰。	1	13	云龙无际
310010	killer_soldier2	B200015	200015	M200015	S200015	0	赛王府亲兵	赛王府的亲兵，来到王府只为了混口饭吃，大爷请给条活路。	1	37	飞骑兵
310011	killer_soldier2	B200015	200015	M200015	S200015	0	亲兵队长	赛王府的亲兵队长，具有特殊技能	1	37	无
310012	killer_soldier2	B200015	200015	M200015	S200015	0	总兵长	赛王爷的贴身侍卫，誓死保护王爷	1	37	无
310013	killer_soldier1	B200014	200014	M200014	S200014	0	完颜柯尔克	赛王爷之子，个性高傲跋扈，贪花好色，为人十分阴狠卑鄙。然而，手上的功夫却是不容小觑，其刀法造诣并不逊于绝刀门主夏侯城。	1	37	雪山之狐
310014	killer_king	B200013	200013	M200013	S200013	0	赛王爷	东北金人的王爷，本名完颜赛尔康，是当年金小学王爷完颜康与宫女私通所生的后人。在被谷月轩等人击败后，藉装疯卖傻遁逃，其后隐世修练，魔功大成。	1	37	塞北之虎
310031	BC_pupil	B100097	100097	M100097	S100097	0	百草门人	百草门弟子	1	17	百草门人
310032	BC_Gong	B100096	100096	M100096	S100096	1	巩光杰	百草门掌门人，擅长采集药草，制作丹药。一心想将百草门经营成横贯天下的商业门派。商人性格，以利为先。喜交友，对朋友极有义气且大方，但对合不来的人十分刻薄冷漠。传言此人喜欢古董，但不知道特别喜欢那一种类。	1	17	神农再世
