#ID	Name	icon 	Auto	RequestCondition	Passive	Tip	price
87400138	武功	TalentIcon18	0	(1,0,0,0)	(2,100138,0)	0	0
87400139	武功	TalentIcon18	0	(1,0,0,0)	(2,100139,0)	0	0
87400140	武功	TalentIcon18	0	(1,0,0,0)	(2,100140,0)	0	0
87400141	武功	TalentIcon18	0	(1,0,0,0)	(2,100141,0)	0	0
87400142	武功	TalentIcon18	0	(1,0,0,0)	(2,100142,0)	0	0
87400143	武功	TalentIcon18	0	(1,0,0,0)	(2,100143,0)	0	0
87400144	武功	TalentIcon18	0	(1,0,0,0)	(2,100144,0)	0	0
87400145	武功	TalentIcon18	0	(1,0,0,0)	(2,100147,0)	0	0
87400146	武功	TalentIcon18	0	(1,0,0,0)	(2,100148,0)	0	0
87400147	武功	TalentIcon18	0	(1,0,0,0)	(2,100149,0)	0	0
87400148	武功	TalentIcon18	0	(1,0,0,0)	(2,100156,0)	0	0
87400149	武功	TalentIcon18	0	(1,0,0,0)	(2,100157,0)	0	0
87400150	武功	TalentIcon18	0	(1,0,0,0)	(2,100158,0)	0	0
87400151	武功	TalentIcon18	0	(1,0,0,0)	(2,100159,0)	0	0
87400152	武功	TalentIcon18	0	(1,0,0,0)	(2,100160,0)	0	0
87400153	武功	TalentIcon18	0	(1,0,0,0)	(2,100161,0)	0	0
87400154	武功	TalentIcon18	0	(1,0,0,0)	(2,100162,0)	0	0
87400155	武功	TalentIcon18	0	(1,0,0,0)	(2,100163,0)	0	0
87400156	武功	TalentIcon18	0	(1,0,0,0)	(2,100164,0)	0	0
87400157	武功	TalentIcon18	0	(1,0,0,0)	(2,100165,0)	0	0
87400158	武功	TalentIcon18	0	(1,0,0,0)	(2,100166,0)	0	0
87400159	武功	TalentIcon18	0	(1,0,0,0)	(2,100167,0)	0	0
87400160	武功	TalentIcon18	0	(1,0,0,0)	(2,100168,0)	0	0
87400161	武功	TalentIcon18	0	(1,0,0,0)	(2,100169,0)	0	0
87400162	武功	TalentIcon18	0	(1,0,0,0)	(2,100170,0)	0	0
87400163	武功	TalentIcon18	0	(1,0,0,0)	(2,100171,0)	0	0
87400164	武功	TalentIcon18	0	(1,0,0,0)	(2,100172,0)	0	0
87400165	武功	TalentIcon18	0	(1,0,0,0)	(2,100173,0)	0	0
87400166	武功	TalentIcon18	0	(1,0,0,0)	(2,100174,0)	0	0
87400167	武功	TalentIcon18	0	(1,0,0,0)	(2,100175,0)	0	0
87400168	武功	TalentIcon18	0	(1,0,0,0)	(2,100176,0)	0	0
87400169	武功	TalentIcon18	0	(1,0,0,0)	(2,100177,0)	0	0
87400170	武功	TalentIcon18	0	(1,0,0,0)	(2,100178,0)	0	0
87400171	武功	TalentIcon18	0	(1,0,0,0)	(2,100179,0)	0	0
87400172	武功	TalentIcon18	0	(1,0,0,0)	(2,100180,0)	0	0
87400173	武功	TalentIcon18	0	(1,0,0,0)	(2,100181,0)	0	0
87400174	武功	TalentIcon18	0	(1,0,0,0)	(2,100182,0)	0	0
87400175	武功	TalentIcon18	0	(1,0,0,0)	(2,100183,0)	0	0
87400176	武功	TalentIcon18	0	(1,0,0,0)	(2,100184,0)	0	0
87400177	武功	TalentIcon18	0	(1,0,0,0)	(2,100185,0)	0	0
87400178	武功	TalentIcon18	0	(1,0,0,0)	(2,100186,0)	0	0
87400179	武功	TalentIcon18	0	(1,0,0,0)	(2,100187,0)	0	0
87400180	武功	TalentIcon18	0	(1,0,0,0)	(2,100188,0)	0	0
87400181	武功	TalentIcon18	0	(1,0,0,0)	(2,100189,0)	0	0
87400182	武功	TalentIcon18	0	(1,0,0,0)	(2,100190,0)	0	0
87400183	武功	TalentIcon18	0	(1,0,0,0)	(2,100191,0)	0	0
87400184	武功	TalentIcon18	0	(1,0,0,0)	(2,100192,0)	0	0
87400185	武功	TalentIcon18	0	(1,0,0,0)	(2,100193,0)	0	0
87400186	武功	TalentIcon18	0	(1,0,0,0)	(2,100194,0)	0	0
87400187	武功	TalentIcon18	0	(1,0,0,0)	(2,100195,0)	0	0
87400188	武功	TalentIcon18	0	(1,0,0,0)	(2,100196,0)	0	0
87400189	武功	TalentIcon18	0	(1,0,0,0)	(2,100197,0)	0	0
87400190	武功	TalentIcon18	0	(1,0,0,0)	(2,100198,0)	0	0
87400191	武功	TalentIcon18	0	(1,0,0,0)	(2,100199,0)	0	0
87400192	武功	TalentIcon18	0	(1,0,0,0)	(2,100200,0)	0	0
87400193	武功	TalentIcon18	0	(1,0,0,0)	(2,100201,0)	0	0
87400194	武功	TalentIcon18	0	(1,0,0,0)	(2,100202,0)	0	0
87400195	武功	TalentIcon18	0	(1,0,0,0)	(2,100203,0)	0	0
87400196	武功	TalentIcon18	0	(1,0,0,0)	(2,100204,0)	0	0
87400197	武功	TalentIcon18	0	(1,0,0,0)	(2,100205,0)	0	0
87400198	武功	TalentIcon18	0	(1,0,0,0)	(2,110001,0)	0	0
87400199	武功	TalentIcon18	0	(1,0,0,0)	(2,110002,0)	0	0
87400200	武功	TalentIcon18	0	(1,0,0,0)	(2,110003,0)	0	0
87400201	武功	TalentIcon18	0	(1,0,0,0)	(2,110005,0)	0	0
87400202	武功	TalentIcon18	0	(1,0,0,0)	(2,110006,0)	0	0
87400203	武功	TalentIcon18	0	(1,0,0,0)	(2,110007,0)	0	0
87400204	武功	TalentIcon18	0	(1,0,0,0)	(2,110008,0)	0	0
87400205	武功	TalentIcon18	0	(1,0,0,0)	(2,110009,0)	0	0
87400206	武功	TalentIcon18	0	(1,0,0,0)	(2,110010,0)	0	0
87400207	武功	TalentIcon18	0	(1,0,0,0)	(2,110011,0)	0	0
87400208	武功	TalentIcon18	0	(1,0,0,0)	(2,110013,0)	0	0
87400209	武功	TalentIcon18	0	(1,0,0,0)	(2,110014,0)	0	0
87400210	武功	TalentIcon18	0	(1,0,0,0)	(2,110015,0)	0	0
87400211	武功	TalentIcon18	0	(1,0,0,0)	(2,110016,0)	0	0
87400212	武功	TalentIcon18	0	(1,0,0,0)	(2,110017,0)	0	0
87400213	武功	TalentIcon18	0	(1,0,0,0)	(2,110018,0)	0	0
87400214	武功	TalentIcon18	0	(1,0,0,0)	(2,110019,0)	0	0
87400215	武功	TalentIcon18	0	(1,0,0,0)	(2,110020,0)	0	0
87400216	武功	TalentIcon18	0	(1,0,0,0)	(2,110021,0)	0	0
87400217	武功	TalentIcon18	0	(1,0,0,0)	(2,110022,0)	0	0
87400218	武功	TalentIcon18	0	(1,0,0,0)	(2,110023,0)	0	0
87400219	武功	TalentIcon18	0	(1,0,0,0)	(2,110024,0)	0	0
87400220	武功	TalentIcon18	0	(1,0,0,0)	(2,110025,0)	0	0
87400221	武功	TalentIcon18	0	(1,0,0,0)	(2,110026,0)	0	0
87400222	武功	TalentIcon18	0	(1,0,0,0)	(2,110027,0)	0	0
87400223	武功	TalentIcon18	0	(1,0,0,0)	(2,110028,0)	0	0
87400224	武功	TalentIcon18	0	(1,0,0,0)	(2,110029,0)	0	0
87400225	武功	TalentIcon18	0	(1,0,0,0)	(2,110030,0)	0	0
87400226	武功	TalentIcon18	0	(1,0,0,0)	(2,110033,0)	0	0
87400227	武功	TalentIcon18	0	(1,0,0,0)	(2,110034,0)	0	0
87400228	武功	TalentIcon18	0	(1,0,0,0)	(2,110035,0)	0	0
87400229	武功	TalentIcon18	0	(1,0,0,0)	(2,110036,0)	0	0
87400230	武功	TalentIcon18	0	(1,0,0,0)	(2,110037,0)	0	0
87400231	武功	TalentIcon18	0	(1,0,0,0)	(2,110038,0)	0	0
87400232	武功	TalentIcon18	0	(1,0,0,0)	(2,110039,0)	0	0
87400233	武功	TalentIcon18	0	(1,0,0,0)	(2,110040,0)	0	0
87400234	武功	TalentIcon18	0	(1,0,0,0)	(2,110041,0)	0	0
87400235	武功	TalentIcon18	0	(1,0,0,0)	(2,110042,0)	0	0
87400236	武功	TalentIcon18	0	(1,0,0,0)	(2,110043,0)	0	0
87400237	武功	TalentIcon18	0	(1,0,0,0)	(2,110044,0)	0	0
87400238	武功	TalentIcon18	0	(1,0,0,0)	(2,110045,0)	0	0
87400239	武功	TalentIcon18	0	(1,0,0,0)	(2,110046,0)	0	0
87400240	武功	TalentIcon18	0	(1,0,0,0)	(2,110047,0)	0	0
87400241	武功	TalentIcon18	0	(1,0,0,0)	(2,120001,0)	0	0
87400242	武功	TalentIcon18	0	(1,0,0,0)	(2,120002,0)	0	0
87400243	武功	TalentIcon18	0	(1,0,0,0)	(2,120003,0)	0	0
87400244	武功	TalentIcon18	0	(1,0,0,0)	(2,120004,0)	0	0
87400245	武功	TalentIcon18	0	(1,0,0,0)	(2,120005,0)	0	0
87400246	武功	TalentIcon18	0	(1,0,0,0)	(2,120006,0)	0	0
87400247	武功	TalentIcon18	0	(1,0,0,0)	(2,120007,0)	0	0
87400248	武功	TalentIcon18	0	(1,0,0,0)	(2,120008,0)	0	0
87400249	武功	TalentIcon18	0	(1,0,0,0)	(2,120009,0)	0	0
87400250	武功	TalentIcon18	0	(1,0,0,0)	(2,120011,0)	0	0
87400251	武功	TalentIcon18	0	(1,0,0,0)	(2,120012,0)	0	0
87400252	武功	TalentIcon18	0	(1,0,0,0)	(2,120013,0)	0	0
87400253	武功	TalentIcon18	0	(1,0,0,0)	(2,120015,0)	0	0
87400254	武功	TalentIcon18	0	(1,0,0,0)	(2,120016,0)	0	0
87400255	武功	TalentIcon18	0	(1,0,0,0)	(2,120017,0)	0	0
87400256	武功	TalentIcon18	0	(1,0,0,0)	(2,120018,0)	0	0
87400257	武功	TalentIcon18	0	(1,0,0,0)	(2,120020,0)	0	0
87400258	武功	TalentIcon18	0	(1,0,0,0)	(2,120021,0)	0	0
87400259	武功	TalentIcon18	0	(1,0,0,0)	(2,120022,0)	0	0
87400260	武功	TalentIcon18	0	(1,0,0,0)	(2,120023,0)	0	0
87400261	武功	TalentIcon18	0	(1,0,0,0)	(2,120025,0)	0	0
87400262	武功	TalentIcon18	0	(1,0,0,0)	(2,120026,0)	0	0
87400263	武功	TalentIcon18	0	(1,0,0,0)	(2,120027,0)	0	0
87400264	武功	TalentIcon18	0	(1,0,0,0)	(2,120029,0)	0	0
87400265	武功	TalentIcon18	0	(1,0,0,0)	(2,120030,0)	0	0
87400266	武功	TalentIcon18	0	(1,0,0,0)	(2,120031,0)	0	0
87400267	武功	TalentIcon18	0	(1,0,0,0)	(2,120032,0)	0	0
87400268	武功	TalentIcon18	0	(1,0,0,0)	(2,120033,0)	0	0
87400269	武功	TalentIcon18	0	(1,0,0,0)	(2,120034,0)	0	0
87400270	武功	TalentIcon18	0	(1,0,0,0)	(2,120037,0)	0	0
87400271	武功	TalentIcon18	0	(1,0,0,0)	(2,120038,0)	0	0
87400272	武功	TalentIcon18	0	(1,0,0,0)	(2,120039,0)	0	0
87400273	武功	TalentIcon18	0	(1,0,0,0)	(2,120046,0)	0	0
87400274	武功	TalentIcon18	0	(1,0,0,0)	(2,120047,0)	0	0
87400275	武功	TalentIcon18	0	(1,0,0,0)	(2,120048,0)	0	0
87400276	武功	TalentIcon18	0	(1,0,0,0)	(2,120049,0)	0	0
87400277	武功	TalentIcon18	0	(1,0,0,0)	(2,120050,0)	0	0
87400278	武功	TalentIcon18	0	(1,0,0,0)	(2,120051,0)	0	0
87400279	武功	TalentIcon18	0	(1,0,0,0)	(2,120052,0)	0	0
87400280	武功	TalentIcon18	0	(1,0,0,0)	(2,120053,0)	0	0
87400281	武功	TalentIcon18	0	(1,0,0,0)	(2,120054,0)	0	0
87400282	武功	TalentIcon18	0	(1,0,0,0)	(2,120055,0)	0	0
87400283	武功	TalentIcon18	0	(1,0,0,0)	(2,120056,0)	0	0
87400284	武功	TalentIcon18	0	(1,0,0,0)	(2,120057,0)	0	0
87400285	武功	TalentIcon18	0	(1,0,0,0)	(2,120058,0)	0	0
87400286	武功	TalentIcon18	0	(1,0,0,0)	(2,120060,0)	0	0
87400287	武功	TalentIcon18	0	(1,0,0,0)	(2,120061,0)	0	0
87400288	武功	TalentIcon18	0	(1,0,0,0)	(2,120062,0)	0	0
87400289	武功	TalentIcon18	0	(1,0,0,0)	(2,120063,0)	0	0
87400290	武功	TalentIcon18	0	(1,0,0,0)	(2,120064,0)	0	0
87400291	武功	TalentIcon18	0	(1,0,0,0)	(2,120065,0)	0	0
87400292	武功	TalentIcon18	0	(1,0,0,0)	(2,120072,0)	0	0
87400293	武功	TalentIcon18	0	(1,0,0,0)	(2,120073,0)	0	0
87400294	武功	TalentIcon18	0	(1,0,0,0)	(2,120074,0)	0	0
87400295	武功	TalentIcon18	0	(1,0,0,0)	(2,120075,0)	0	0
87400296	武功	TalentIcon18	0	(1,0,0,0)	(2,120076,0)	0	0
87400297	武功	TalentIcon18	0	(1,0,0,0)	(2,120077,0)	0	0
87400298	武功	TalentIcon18	0	(1,0,0,0)	(2,120078,0)	0	0
87400299	武功	TalentIcon18	0	(1,0,0,0)	(2,120079,0)	0	0
87400300	武功	TalentIcon18	0	(1,0,0,0)	(2,120080,0)	0	0
87400301	武功	TalentIcon18	0	(1,0,0,0)	(2,120081,0)	0	0
87400302	武功	TalentIcon18	0	(1,0,0,0)	(2,120082,0)	0	0
87400303	武功	TalentIcon18	0	(1,0,0,0)	(2,120083,0)	0	0
87400304	武功	TalentIcon18	0	(1,0,0,0)	(2,120085,0)	0	0
87400305	武功	TalentIcon18	0	(1,0,0,0)	(2,120100,0)	0	0
87400306	武功	TalentIcon18	0	(1,0,0,0)	(2,120101,0)	0	0
87400307	武功	TalentIcon18	0	(1,0,0,0)	(2,130001,0)	0	0
87400308	武功	TalentIcon18	0	(1,0,0,0)	(2,130003,0)	0	0
87400309	武功	TalentIcon18	0	(1,0,0,0)	(2,130004,0)	0	0
87400310	武功	TalentIcon18	0	(1,0,0,0)	(2,130005,0)	0	0
87400311	武功	TalentIcon18	0	(1,0,0,0)	(2,130006,0)	0	0
87400312	武功	TalentIcon18	0	(1,0,0,0)	(2,130008,0)	0	0
87400313	武功	TalentIcon18	0	(1,0,0,0)	(2,130009,0)	0	0
87400314	武功	TalentIcon18	0	(1,0,0,0)	(2,130010,0)	0	0
87400315	武功	TalentIcon18	0	(1,0,0,0)	(2,130011,0)	0	0
87400316	武功	TalentIcon18	0	(1,0,0,0)	(2,130012,0)	0	0
87400317	武功	TalentIcon18	0	(1,0,0,0)	(2,130013,0)	0	0
87400318	武功	TalentIcon18	0	(1,0,0,0)	(2,130014,0)	0	0
87400319	武功	TalentIcon18	0	(1,0,0,0)	(2,130015,0)	0	0
87400320	武功	TalentIcon18	0	(1,0,0,0)	(2,130016,0)	0	0
87400321	武功	TalentIcon18	0	(1,0,0,0)	(2,140001,0)	0	0
87400322	武功	TalentIcon18	0	(1,0,0,0)	(2,140002,0)	0	0
87400323	武功	TalentIcon18	0	(1,0,0,0)	(2,140003,0)	0	0
87400324	武功	TalentIcon18	0	(1,0,0,0)	(2,140004,0)	0	0
87400325	武功	TalentIcon18	0	(1,0,0,0)	(2,140005,0)	0	0
87400326	武功	TalentIcon18	0	(1,0,0,0)	(2,140006,0)	0	0
87400327	武功	TalentIcon18	0	(1,0,0,0)	(2,140007,0)	0	0
87400328	武功	TalentIcon18	0	(1,0,0,0)	(2,140008,0)	0	0
87400329	武功	TalentIcon18	0	(1,0,0,0)	(2,140009,0)	0	0
87400330	武功	TalentIcon18	0	(1,0,0,0)	(2,140010,0)	0	0
87400331	武功	TalentIcon18	0	(1,0,0,0)	(2,140011,0)	0	0
87400332	武功	TalentIcon18	0	(1,0,0,0)	(2,140012,0)	0	0
87400333	武功	TalentIcon18	0	(1,0,0,0)	(2,140013,0)	0	0
87400334	武功	TalentIcon18	0	(1,0,0,0)	(2,140014,0)	0	0
87400335	武功	TalentIcon18	0	(1,0,0,0)	(2,140015,0)	0	0
87400336	武功	TalentIcon18	0	(1,0,0,0)	(2,140016,0)	0	0
87400337	武功	TalentIcon18	0	(1,0,0,0)	(2,140017,0)	0	0
87400338	武功	TalentIcon18	0	(1,0,0,0)	(2,140018,0)	0	0
87400339	武功	TalentIcon18	0	(1,0,0,0)	(2,140019,0)	0	0
87400340	武功	TalentIcon18	0	(1,0,0,0)	(2,140020,0)	0	0
87400341	武功	TalentIcon18	0	(1,0,0,0)	(2,140021,0)	0	0
87400342	武功	TalentIcon18	0	(1,0,0,0)	(2,140022,0)	0	0
87400343	武功	TalentIcon18	0	(1,0,0,0)	(2,140024,0)	0	0
87400344	武功	TalentIcon18	0	(1,0,0,0)	(2,140025,0)	0	0
87400345	武功	TalentIcon18	0	(1,0,0,0)	(2,140026,0)	0	0
87400346	武功	TalentIcon18	0	(1,0,0,0)	(2,140027,0)	0	0
87400347	武功	TalentIcon18	0	(1,0,0,0)	(2,140028,0)	0	0
87400348	武功	TalentIcon18	0	(1,0,0,0)	(2,140029,0)	0	0
87400349	武功	TalentIcon18	0	(1,0,0,0)	(2,140031,0)	0	0
87400350	武功	TalentIcon18	0	(1,0,0,0)	(2,140032,0)	0	0
87400351	武功	TalentIcon18	0	(1,0,0,0)	(2,140033,0)	0	0
87400352	武功	TalentIcon18	0	(1,0,0,0)	(2,140034,0)	0	0
87400353	武功	TalentIcon18	0	(1,0,0,0)	(2,140035,0)	0	0
87400354	武功	TalentIcon18	0	(1,0,0,0)	(2,140036,0)	0	0
87400355	武功	TalentIcon18	0	(1,0,0,0)	(2,140037,0)	0	0
87400356	武功	TalentIcon18	0	(1,0,0,0)	(2,140038,0)	0	0
87400357	武功	TalentIcon18	0	(1,0,0,0)	(2,140039,0)	0	0
87400358	武功	TalentIcon18	0	(1,0,0,0)	(2,140040,0)	0	0
87400359	武功	TalentIcon18	0	(1,0,0,0)	(2,140041,0)	0	0
87400360	武功	TalentIcon18	0	(1,0,0,0)	(2,140042,0)	0	0
87400361	武功	TalentIcon18	0	(1,0,0,0)	(2,140048,0)	0	0
87400362	武功	TalentIcon18	0	(1,0,0,0)	(2,140049,0)	0	0
87400363	武功	TalentIcon18	0	(1,0,0,0)	(2,140050,0)	0	0
87400364	武功	TalentIcon18	0	(1,0,0,0)	(2,140051,0)	0	0
87400365	武功	TalentIcon18	0	(1,0,0,0)	(2,140052,0)	0	0
87400366	武功	TalentIcon18	0	(1,0,0,0)	(2,140053,0)	0	0
87400367	武功	TalentIcon18	0	(1,0,0,0)	(2,140054,0)	0	0
87400368	武功	TalentIcon18	0	(1,0,0,0)	(2,140055,0)	0	0
87400369	武功	TalentIcon18	0	(1,0,0,0)	(2,140056,0)	0	0
87400370	武功	TalentIcon18	0	(1,0,0,0)	(2,140057,0)	0	0
87400371	武功	TalentIcon18	0	(1,0,0,0)	(2,140059,0)	0	0
87400372	武功	TalentIcon18	0	(1,0,0,0)	(2,140060,0)	0	0
87400373	武功	TalentIcon18	0	(1,0,0,0)	(2,140061,0)	0	0
87400374	武功	TalentIcon18	0	(1,0,0,0)	(2,140064,0)	0	0
87400375	武功	TalentIcon18	0	(1,0,0,0)	(2,140065,0)	0	0
87400376	武功	TalentIcon18	0	(1,0,0,0)	(2,140066,0)	0	0
87400377	武功	TalentIcon18	0	(1,0,0,0)	(2,140067,0)	0	0
87400378	武功	TalentIcon18	0	(1,0,0,0)	(2,140068,0)	0	0
87400379	武功	TalentIcon18	0	(1,0,0,0)	(2,140069,0)	0	0
87400380	武功	TalentIcon18	0	(1,0,0,0)	(2,140070,0)	0	0
87400381	武功	TalentIcon18	0	(1,0,0,0)	(2,140071,0)	0	0
87400382	武功	TalentIcon18	0	(1,0,0,0)	(2,140072,0)	0	0
87400383	武功	TalentIcon18	0	(1,0,0,0)	(2,140073,0)	0	0
87400384	武功	TalentIcon18	0	(1,0,0,0)	(2,140074,0)	0	0
87400385	武功	TalentIcon18	0	(1,0,0,0)	(2,140079,0)	0	0
87400386	武功	TalentIcon18	0	(1,0,0,0)	(2,140080,0)	0	0
87400387	武功	TalentIcon18	0	(1,0,0,0)	(2,140082,0)	0	0
87400388	武功	TalentIcon18	0	(1,0,0,0)	(2,140083,0)	0	0
87400389	武功	TalentIcon18	0	(1,0,0,0)	(2,140084,0)	0	0
87400390	武功	TalentIcon18	0	(1,0,0,0)	(2,140085,0)	0	0
87400391	武功	TalentIcon18	0	(1,0,0,0)	(2,140086,0)	0	0
87400392	武功	TalentIcon18	0	(1,0,0,0)	(2,140087,0)	0	0
87400393	武功	TalentIcon18	0	(1,0,0,0)	(2,140088,0)	0	0
87400394	武功	TalentIcon18	0	(1,0,0,0)	(2,140089,0)	0	0
87400395	武功	TalentIcon18	0	(1,0,0,0)	(2,140090,0)	0	0
87400396	武功	TalentIcon18	0	(1,0,0,0)	(2,140091,0)	0	0
87400397	武功	TalentIcon18	0	(1,0,0,0)	(2,140092,0)	0	0
87400398	武功	TalentIcon18	0	(1,0,0,0)	(2,140093,0)	0	0
87400399	武功	TalentIcon18	0	(1,0,0,0)	(2,140100,0)	0	0
87400400	武功	TalentIcon18	0	(1,0,0,0)	(2,140101,0)	0	0
87400401	武功	TalentIcon18	0	(1,0,0,0)	(2,140102,0)	0	0
87400402	武功	TalentIcon18	0	(1,0,0,0)	(2,140106,0)	0	0
87400403	武功	TalentIcon18	0	(1,0,0,0)	(2,140107,0)	0	0
87400404	武功	TalentIcon18	0	(1,0,0,0)	(2,140108,0)	0	0
87400405	武功	TalentIcon18	0	(1,0,0,0)	(2,140109,0)	0	0
87400406	武功	TalentIcon18	0	(1,0,0,0)	(2,140111,0)	0	0
87400407	武功	TalentIcon18	0	(1,0,0,0)	(2,140112,0)	0	0
87400408	武功	TalentIcon18	0	(1,0,0,0)	(2,140113,0)	0	0
87400409	武功	TalentIcon18	0	(1,0,0,0)	(2,140114,0)	0	0
87400410	武功	TalentIcon18	0	(1,0,0,0)	(2,140115,0)	0	0
87400411	武功	TalentIcon18	0	(1,0,0,0)	(2,140116,0)	0	0
87400412	武功	TalentIcon18	0	(1,0,0,0)	(2,140118,0)	0	0
87400413	武功	TalentIcon18	0	(1,0,0,0)	(2,140119,0)	0	0
87400414	武功	TalentIcon18	0	(1,0,0,0)	(2,140121,0)	0	0
87400415	武功	TalentIcon18	0	(1,0,0,0)	(2,140122,0)	0	0
87400416	武功	TalentIcon18	0	(1,0,0,0)	(2,140123,0)	0	0
87400417	武功	TalentIcon18	0	(1,0,0,0)	(2,140124,0)	0	0
87400418	武功	TalentIcon18	0	(1,0,0,0)	(2,140125,0)	0	0
87400419	武功	TalentIcon18	0	(1,0,0,0)	(2,140126,0)	0	0
87400420	武功	TalentIcon18	0	(1,0,0,0)	(2,140127,0)	0	0
87400421	武功	TalentIcon18	0	(1,0,0,0)	(2,140128,0)	0	0
87400422	武功	TalentIcon18	0	(1,0,0,0)	(2,140129,0)	0	0
87400423	武功	TalentIcon18	0	(1,0,0,0)	(2,140130,0)	0	0
87400424	武功	TalentIcon18	0	(1,0,0,0)	(2,140131,0)	0	0
87400425	武功	TalentIcon18	0	(1,0,0,0)	(2,140132,0)	0	0
87400426	武功	TalentIcon18	0	(1,0,0,0)	(2,140133,0)	0	0
87400427	武功	TalentIcon18	0	(1,0,0,0)	(2,140134,0)	0	0
87400428	武功	TalentIcon18	0	(1,0,0,0)	(2,140137,0)	0	0
87400429	武功	TalentIcon18	0	(1,0,0,0)	(2,140138,0)	0	0
87400430	武功	TalentIcon18	0	(1,0,0,0)	(2,140140,0)	0	0
87400431	武功	TalentIcon18	0	(1,0,0,0)	(2,140141,0)	0	0
87400432	武功	TalentIcon18	0	(1,0,0,0)	(2,140142,0)	0	0
87400433	武功	TalentIcon18	0	(1,0,0,0)	(2,140143,0)	0	0
87400434	武功	TalentIcon18	0	(1,0,0,0)	(2,140144,0)	0	0
87400435	武功	TalentIcon18	0	(1,0,0,0)	(2,140145,0)	0	0
87400436	武功	TalentIcon18	0	(1,0,0,0)	(2,140146,0)	0	0
87400437	武功	TalentIcon18	0	(1,0,0,0)	(2,140147,0)	0	0
87400438	武功	TalentIcon18	0	(1,0,0,0)	(2,140148,0)	0	0
87400439	武功	TalentIcon18	0	(1,0,0,0)	(2,140149,0)	0	0
87400440	武功	TalentIcon18	0	(1,0,0,0)	(2,140150,0)	0	0
87400441	武功	TalentIcon18	0	(1,0,0,0)	(2,140151,0)	0	0
87400442	武功	TalentIcon18	0	(1,0,0,0)	(2,140152,0)	0	0
87400443	武功	TalentIcon18	0	(1,0,0,0)	(2,140153,0)	0	0
87400444	武功	TalentIcon18	0	(1,0,0,0)	(2,140154,0)	0	0
87400445	武功	TalentIcon18	0	(1,0,0,0)	(2,140155,0)	0	0
87400446	武功	TalentIcon18	0	(1,0,0,0)	(2,140156,0)	0	0
87400447	武功	TalentIcon18	0	(1,0,0,0)	(2,140157,0)	0	0
87400448	武功	TalentIcon18	0	(1,0,0,0)	(2,140158,0)	0	0
87400449	武功	TalentIcon18	0	(1,0,0,0)	(2,140159,0)	0	0
87400450	武功	TalentIcon18	0	(1,0,0,0)	(2,140161,0)	0	0
87400451	武功	TalentIcon18	0	(1,0,0,0)	(2,140167,0)	0	0
87400452	武功	TalentIcon18	0	(1,0,0,0)	(2,140168,0)	0	0
87400453	武功	TalentIcon18	0	(1,0,0,0)	(2,140169,0)	0	0
87400454	武功	TalentIcon18	0	(1,0,0,0)	(2,140170,0)	0	0
87400455	武功	TalentIcon18	0	(1,0,0,0)	(2,140171,0)	0	0
87400456	武功	TalentIcon18	0	(1,0,0,0)	(2,140172,0)	0	0
87400457	武功	TalentIcon18	0	(1,0,0,0)	(2,140173,0)	0	0
87400458	武功	TalentIcon18	0	(1,0,0,0)	(2,140174,0)	0	0
87400459	武功	TalentIcon18	0	(1,0,0,0)	(2,140175,0)	0	0
87400460	武功	TalentIcon18	0	(1,0,0,0)	(2,140176,0)	0	0
87400461	武功	TalentIcon18	0	(1,0,0,0)	(2,140177,0)	0	0
87400462	武功	TalentIcon18	0	(1,0,0,0)	(2,140178,0)	0	0
87400463	武功	TalentIcon18	0	(1,0,0,0)	(2,140179,0)	0	0
87400464	武功	TalentIcon18	0	(1,0,0,0)	(2,140182,0)	0	0
87400465	武功	TalentIcon18	0	(1,0,0,0)	(2,140189,0)	0	0
87400466	武功	TalentIcon18	0	(1,0,0,0)	(2,140196,0)	0	0
87400467	武功	TalentIcon18	0	(1,0,0,0)	(2,140197,0)	0	0
87400468	武功	TalentIcon18	0	(1,0,0,0)	(2,140198,0)	0	0
87400469	武功	TalentIcon18	0	(1,0,0,0)	(2,140199,0)	0	0
87400470	武功	TalentIcon18	0	(1,0,0,0)	(2,870101,0)	0	0
87400471	武功	TalentIcon18	0	(1,0,0,0)	(2,870102,0)	0	0
87400472	武功	TalentIcon18	0	(1,0,0,0)	(2,870103,0)	0	0
87400473	武功	TalentIcon18	0	(1,0,0,0)	(2,870104,0)	0	0
87400474	武功	TalentIcon18	0	(1,0,0,0)	(2,870105,0)	0	0
87400475	武功	TalentIcon18	0	(1,0,0,0)	(2,870106,0)	0	0
87400476	武功	TalentIcon18	0	(1,0,0,0)	(2,870107,0)	0	0
87400477	武功	TalentIcon18	0	(1,0,0,0)	(2,870108,0)	0	0
87400478	武功	TalentIcon18	0	(1,0,0,0)	(2,870109,0)	0	0
87400479	武功	TalentIcon18	0	(1,0,0,0)	(2,870113,0)	0	0
87400480	武功	TalentIcon18	0	(1,0,0,0)	(2,870201,0)	0	0
87400481	武功	TalentIcon18	0	(1,0,0,0)	(2,870202,0)	0	0
87400482	武功	TalentIcon18	0	(1,0,0,0)	(2,870203,0)	0	0
87400483	武功	TalentIcon18	0	(1,0,0,0)	(2,870205,0)	0	0
87400484	武功	TalentIcon18	0	(1,0,0,0)	(2,870206,0)	0	0
87400485	武功	TalentIcon18	0	(1,0,0,0)	(2,870207,0)	0	0
87400486	武功	TalentIcon18	0	(1,0,0,0)	(2,870209,0)	0	0
